Firmware;Hits;Bandwidth
/releases/18.06.6/targets/ramips/mt76x8/openwrt-18.06.6-ramips-mt76x8-wcr-1166ds-squashfs-factory.bin;12;24.19 MB
/releases/19.07.2/targets/mvebu/cortexa53/openwrt-19.07.2-mvebu-cortexa53-globalscale_espressobin-v7-emmc-initramfs-kernel.bin;12;52.84 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-dir-869-a1-squashfs-sysupgrade.bin;12;23.44 MB
/releases/17.01.0/targets/ramips/rt305x/lede-17.01.0-r3205-59508e3-ramips-rt305x-awapn2403-squashfs-sysupgrade.bin;12;9.31 MB
/releases/17.01.1/targets/lantiq/xway/lede-17.01.1-lantiq-xway-BTHOMEHUBV3A-squashfs-sysupgrade.bin;12;14.19 MB
/releases/17.01.7/targets/brcm47xx/legacy/lede-17.01.7-brcm47xx-legacy-linksys-wrt54g3g-squashfs.bin;12;25.41 MB
/releases/17.01.7/targets/brcm63xx/generic/lede-17.01.7-brcm63xx-generic-96368MVWG-generic-squashfs-cfe.bin;12;21.55 MB
/releases/18.06.0/targets/kirkwood/generic/openwrt-18.06.0-kirkwood-iom_iconnect-1.1-squashfs-factory.bin;12;14.76 MB
/releases/19.07.0-rc2/targets/lantiq/xway/openwrt-19.07.0-rc2-lantiq-xway-arcadyan_arv7525pw-initramfs-kernel.bin;12;19.72 MB
/releases/18.06.1/targets/ipq806x/generic/openwrt-18.06.1-ipq806x-zyxel_nbg6817-squashfs-sysupgrade.bin;12;50.90 MB
/releases/18.06.1/targets/ramips/rt305x/openwrt-18.06.1-ramips-rt305x-bc2-squashfs-sysupgrade.bin;12;22.89 MB
/releases/18.06.3/targets/ramips/mt76x8/openwrt-18.06.3-ramips-mt76x8-tplink_tl-mr3420-v5-squashfs-sysupgrade.bin;12;17.01 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-alfa-ap96-squashfs-sysupgrade.bin;12;56.34 MB
/releases/18.06.2/targets/ar7/generic/openwrt-18.06.2-ar7-generic-AG241v2b-squashfs-code.bin;12;21.93 MB
/releases/17.01.0-rc1/targets/ar71xx/generic/lede-17.01.0-rc1-r3042-ec095b5-ar71xx-generic-ap132-squashfs-sysupgrade.bin;12;19.47 MB
/releases/18.06.6/targets/ar71xx/generic/openwrt-18.06.6-ar71xx-generic-archer-c60-v1-squashfs-sysupgrade.bin;12;21.22 MB
/releases/18.06.0/targets/ipq806x/generic/openwrt-18.06.0-ipq806x-netgear_d7800-squashfs-sysupgrade.bin;12;24.80 MB
/releases/17.01.5/targets/lantiq/xway/lede-17.01.5-lantiq-xway-ARV4519PW-squashfs-sysupgrade.bin;12;21.59 MB
/releases/18.06.2/targets/mvebu/cortexa9/openwrt-18.06.2-mvebu-cortexa9-armada-388-clearfog-pro-kernel.bin;12;16.40 MB
/releases/18.06.3/targets/ar71xx/tiny/openwrt-18.06.3-ar71xx-tiny-tl-wa860re-v1-squashfs-sysupgrade.bin;12;18.31 MB
/releases/18.06.6/targets/ipq806x/generic/openwrt-18.06.6-ipq806x-netgear_r7500-squashfs-sysupgrade.bin;12;25.95 MB
/releases/19.07.3/targets/ath79/generic/openwrt-19.07.3-ath79-generic-devolo_dvl1750e-squashfs-sysupgrade.bin;12;21.86 MB
/releases/17.01.4/targets/brcm63xx/smp/lede-17.01.4-brcm63xx-smp-CT-536_CT-5621-squashfs-cfe.bin;12;10.56 MB
/releases/19.07.2/targets/ramips/rt3883/openwrt-19.07.2-ramips-rt3883-belkin_f9k1109v1-squashfs-sysupgrade.bin;12;17.34 MB
/releases/18.06.5/targets/brcm47xx/mips74k/openwrt-18.06.5-brcm47xx-mips74k-linksys-e1500-v1-squashfs.bin;12;15.74 MB
/releases/18.06.2/targets/ar71xx/generic/openwrt-18.06.2-ar71xx-generic-tl-wr1043nd-v1-squashfs-sysupgrade.bin;12;37.33 MB
/releases/19.07.2/targets/ath79/tiny/openwrt-19.07.2-ath79-tiny-on_n150r-squashfs-sysupgrade.bin;12;23.01 MB
/releases/19.07.0-rc1/targets/ath79/generic/openwrt-19.07.0-rc1-ath79-generic-buffalo_wzr-hp-g302h-a1a0-squashfs-factory.bin;12;18.47 MB
/releases/19.07.0-rc2/targets/ramips/mt76x8/openwrt-19.07.0-rc2-ramips-mt76x8-tplink_tl-wr902ac-v3-squashfs-tftp-recovery.bin;12;43.40 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-n150r-squashfs-sysupgrade.bin;12;19.81 MB
/releases/17.01.0/targets/mvebu/generic/lede-17.01.0-r3205-59508e3-mvebu-armada-388-rd-squashfs-firmware.bin;12;14.17 MB
/releases/18.06.6/targets/ramips/mt76x8/openwrt-18.06.6-ramips-mt76x8-widora_neo-32m-squashfs-sysupgrade.bin;12;20.00 MB
/releases/18.06.0-rc1/targets/lantiq/falcon/openwrt-18.06.0-rc1-lantiq-falcon-lantiq_easy98000-sflash-squashfs-sysupgrade.bin;12;15.31 MB
/releases/18.06.0-rc1/targets/kirkwood/generic/openwrt-18.06.0-rc1-kirkwood-raidsonic_ib-nas62x0-squashfs-sysupgrade.bin;12;17.91 MB
/releases/17.01.3/targets/ramips/rt305x/lede-17.01.3-ramips-rt305x-dap-1350-squashfs-sysupgrade.bin;12;15.75 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-buffalo_bhr-4grv2-squashfs-sysupgrade.bin;12;21.48 MB
/releases/18.06.0/targets/ar71xx/generic/openwrt-18.06.0-ar71xx-generic-ap121f-squashfs-sysupgrade.bin;12;24.03 MB
/releases/18.06.0/targets/ar71xx/tiny/openwrt-18.06.0-ar71xx-tiny-tl-wa850re-v1-squashfs-sysupgrade.bin;12;18.87 MB
/releases/19.07.0/targets/ar71xx/generic/openwrt-19.07.0-ar71xx-generic-a60-squashfs-sysupgrade.bin;12;30.56 MB
/releases/17.01.4/targets/oxnas/generic/lede-17.01.4-oxnas-pogoplug-pro-u-boot-initramfs.bin;12;16.34 MB
/releases/18.06.4/targets/ramips/rt305x/openwrt-18.06.4-ramips-rt305x-bc2-squashfs-sysupgrade.bin;12;19.37 MB
/releases/17.01.0-rc2/targets/apm821xx/nand/lede-17.01.0-rc2-r3131-42f3c1f-apm821xx-nand-mx60w-initramfs-kernel.bin;12;14.79 MB
/releases/18.06.5/targets/ar71xx/tiny/openwrt-18.06.5-ar71xx-tiny-tl-wa855re-v1-squashfs-factory.bin;12;22.63 MB
/releases/17.01.2/targets/ar71xx/nand/lede-17.01.2-ar71xx-nand-domywifi-dw33d-squashfs-sysupgrade.bin;12;35.34 MB
/releases/18.06.5/targets/ramips/rt305x/openwrt-18.06.5-ramips-rt305x-air3gii-initramfs-kernel.bin;12;18.41 MB
/releases/17.01.7/targets/ramips/mt7620/lede-17.01.7-ramips-mt7620-ex2700-squashfs-factory.bin;12;22.12 MB
/releases/19.07.0-rc1/targets/ath79/generic/openwrt-19.07.0-rc1-ath79-generic-buffalo_wzr-hp-ag300h-initramfs-kernel.bin;12;20.04 MB
/releases/18.06.5/targets/ar7/generic/openwrt-18.06.5-ar7-generic-AG241v2b-squashfs-code.bin;12;29.39 MB
/releases/17.01.1/targets/lantiq/falcon/lede-17.01.1-lantiq-falcon-EASY98021-squashfs-sysupgrade.bin;12;7.51 MB
/releases/18.06.3/targets/ramips/mt7621/openwrt-18.06.3-ramips-mt7621-gnubee_gb-pc2-squashfs-sysupgrade.bin;12;26.75 MB
/releases/19.07.0/targets/brcm63xx/smp/openwrt-19.07.0-brcm63xx-smp-AGPF-S0-squashfs-cfe.bin;12;31.87 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-tl-mr3420-v1-squashfs-factory.bin;12;32.89 MB
/releases/18.06.7/targets/ar7/generic/openwrt-18.06.7-ar7-generic-EVA-4.9-squashfs.bin;12;14.54 MB
/releases/19.07.0/targets/ar71xx/generic/openwrt-19.07.0-ar71xx-generic-all0305-kernel.bin;12;9.17 MB
/releases/18.06.3/targets/ar71xx/tiny/openwrt-18.06.3-ar71xx-tiny-tl-wa801nd-v3-squashfs-sysupgrade.bin;12;13.28 MB
/releases/17.01.3/targets/mvebu/generic/lede-17.01.3-mvebu-globalscale-mirabox-squashfs-sysupgrade.bin;12;25.25 MB
/releases/19.07.1/targets/ramips/rt305x/openwrt-19.07.1-ramips-rt305x-d105-initramfs-kernel.bin;12;21.20 MB
/releases/18.06.4/targets/lantiq/xway/openwrt-18.06.4-lantiq-xway-arcadyan_arv7510pw22-initramfs-kernel.bin;12;20.43 MB
/releases/18.06.0/targets/ramips/mt7621/openwrt-18.06.0-ramips-mt7621-elecom_wrc-1167ghbk2-s-squashfs-sysupgrade.bin;12;20.31 MB
/releases/18.06.5/targets/mvebu/cortexa9/openwrt-18.06.5-mvebu-cortexa9-armada-xp-db-initramfs-kernel.bin;12;20.86 MB
/releases/17.01.0/targets/ar71xx/generic/lede-17.01.0-r3205-59508e3-ar71xx-generic-tl-mr3220-v2-squashfs-factory.bin;12;19.97 MB
/releases/18.06.5/targets/ar71xx/tiny/openwrt-18.06.5-ar71xx-tiny-tl-wa701nd-v2-squashfs-sysupgrade.bin;12;34.80 MB
/releases/19.07.0-rc1/targets/ramips/mt7621/openwrt-19.07.0-rc1-ramips-mt7621-mikrotik_rbm33g-squashfs-sysupgrade.bin;12;19.83 MB
/releases/19.07.1/targets/lantiq/xway/openwrt-19.07.1-lantiq-xway-netgear_dgn3500b-initramfs-kernel.bin;12;22.66 MB
/releases/19.07.0-rc2/targets/lantiq/xrx200/openwrt-19.07.0-rc2-lantiq-xrx200-lantiq_easy80920-nor-squashfs-sysupgrade.bin;12;20.43 MB
/releases/17.01.6/targets/ramips/rt305x/lede-17.01.6-ramips-rt305x-atp-52b-squashfs-sysupgrade.bin;12;11.72 MB
/releases/19.07.2/targets/ar71xx/generic/openwrt-19.07.2-ar71xx-generic-archer-c59-v2-squashfs-factory.bin;12;32.38 MB
/releases/17.01.4/targets/bcm53xx/generic/lede-17.01.4-bcm53xx-dlink-dir-885l-squashfs.bin;12;39.76 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-archer-c7-v2-squashfs-factory-us.bin;12;93.47 MB
/releases/19.07.2/targets/layerscape/armv8_64b/openwrt-19.07.2-layerscape-armv8_64b-ls2088ardb-squashfs-firmware.bin;12;111.29 MB
/releases/18.06.0/targets/kirkwood/generic/openwrt-18.06.0-kirkwood-cloudengines_pogoplugv4-squashfs-sysupgrade.bin;12;18.20 MB
/releases/19.07.0/targets/brcm47xx/legacy/openwrt-19.07.0-brcm47xx-legacy-usrobotics-usr5461-squashfs.bin;12;26.71 MB
/releases/17.01.4/targets/ramips/mt7621/lede-17.01.4-ramips-mt7621-vr500-initramfs-kernel.bin;12;22.21 MB
/releases/17.01.2/targets/brcm47xx/mips74k/lede-17.01.2-brcm47xx-mips74k-linksys-wrt310n-v2-squashfs.bin;12;15.98 MB
/releases/17.01.0/targets/ramips/mt7620/lede-17.01.0-r3205-59508e3-ramips-mt7620-dir-810l-squashfs-sysupgrade.bin;12;13.29 MB
/releases/19.07.0/targets/lantiq/xway/openwrt-19.07.0-lantiq-xway-avm_fritz7312-squashfs-sysupgrade.bin;12;29.45 MB
/releases/18.06.1/targets/lantiq/xway/openwrt-18.06.1-lantiq-xway-avm_fritz7320-initramfs-kernel.bin;12;19.70 MB
/releases/19.07.1/targets/ath79/generic/openwrt-19.07.1-ath79-generic-devolo_dvl1750c-initramfs-kernel.bin;12;16.58 MB
/releases/18.06.0-rc1/targets/ramips/mt7620/openwrt-18.06.0-rc1-ramips-mt7620-d240-squashfs-sysupgrade.bin;12;22.14 MB
/releases/17.01.2/targets/ramips/mt7620/lede-17.01.2-ramips-mt7620-ArcherC20i-squashfs-sysupgrade.bin;12;28.05 MB
/releases/18.06.1/targets/ar71xx/mikrotik/openwrt-18.06.1-ar71xx-mikrotik-rb-nor-flash-16M-kernel.bin;12;8.72 MB
/releases/18.06.5/targets/ar71xx/generic/openwrt-18.06.5-ar71xx-generic-ap531b0-squashfs-sysupgrade.bin;12;12.39 MB
/releases/19.07.2/targets/kirkwood/generic/openwrt-19.07.2-kirkwood-iom_ix2_200-squashfs-sysupgrade.bin;12;14.85 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-wzr-hp-g300nh-squashfs-tftp.bin;12;18.23 MB
/releases/17.01.7/targets/ramips/rt305x/lede-17.01.7-ramips-rt305x-carambola-squashfs-sysupgrade.bin;12;12.86 MB
/releases/18.06.8/targets/at91/sama5d4/u-boot-sama5d4_xplained_mmc/u-boot.bin;12;2.69 MB
/releases/18.06.1/targets/lantiq/xway/openwrt-18.06.1-lantiq-xway-buffalo_wbmr-hp-g300h-a-squashfs-sysupgrade.bin;12;34.01 MB
/releases/18.06.5/targets/ixp4xx/generic/openwrt-18.06.5-ixp4xx-generic-nslu2-squashfs-16mb.bin;12;76.04 MB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-tny_a9g20-squashfs-factory.bin;12;31.64 MB
/releases/17.01.3/targets/brcm47xx/mips74k/lede-17.01.3-brcm47xx-mips74k-linksys-wrt310n-v2-squashfs.bin;12;16.64 MB
/releases/18.06.0-rc1/targets/kirkwood/generic/openwrt-18.06.0-rc1-kirkwood-seagate_goflexnet-squashfs-sysupgrade.bin;12;20.83 MB
/releases/18.06.7/targets/mvebu/cortexa9/openwrt-18.06.7-mvebu-cortexa9-armada-370-rd-squashfs-sysupgrade.bin;12;19.58 MB
/releases/17.01.6/targets/ramips/rt305x/lede-17.01.6-ramips-rt305x-all5003-squashfs-sysupgrade.bin;12;15.73 MB
/releases/19.07.2/targets/brcm63xx/smp/openwrt-19.07.2-brcm63xx-smp-96328avng-generic-squashfs-cfe-16M.bin;12;45.84 MB
/releases/18.06.8/targets/kirkwood/generic/u-boot-pogo_e02/u-boot.bin;12;3.36 MB
/releases/18.06.5/targets/ramips/mt7621/openwrt-18.06.5-ramips-mt7621-elecom_wrc-1167ghbk2-s-squashfs-sysupgrade.bin;12;17.39 MB
/releases/17.01.0-rc1/targets/lantiq/xrx200/lede-17.01.0-rc1-r3042-ec095b5-lantiq-xrx200-VGV7510KW22NOR-squashfs-sysupgrade.bin;12;24.05 MB
/releases/17.01.3/targets/ramips/mt7621/lede-17.01.3-ramips-mt7621-ac1200pro-initramfs-kernel.bin;12;19.05 MB
/releases/19.07.3/targets/mediatek/mt7623/openwrt-19.07.3-mediatek-mt7623-7623a-unielec-u7623-02-emmc-512m-initramfs-kernel.bin;12;34.16 MB
/releases/18.06.4/targets/cns3xxx/generic/openwrt-18.06.4-cns3xxx-squashfs-laguna_nor-legacy-sysupgrade.bin;12;18.48 MB
/releases/17.01.7/targets/ramips/mt7621/lede-17.01.7-ramips-mt7621-zbt-wg2626-initramfs-kernel.bin;12;19.68 MB
/releases/17.01.2/targets/ar71xx/generic/lede-17.01.2-ar71xx-generic-all0305-rootfs-squashfs.bin;12;12.64 MB
/releases/17.01.0/targets/lantiq/xway/lede-17.01.0-r3205-59508e3-lantiq-xway-ARV4519PW-squashfs-sysupgrade.bin;12;12.70 MB
/releases/18.06.5/targets/ramips/mt7621/openwrt-18.06.5-ramips-mt7621-ew1200-squashfs-sysupgrade.bin;12;25.58 MB
/releases/19.07.3/targets/ramips/mt7620/openwrt-19.07.3-ramips-mt7620-dir-810l-initramfs-kernel.bin;12;30.47 MB
/releases/18.06.2/targets/lantiq/xrx200/openwrt-18.06.2-lantiq-xrx200-tplink_vr200v-squashfs-sysupgrade.bin;12;25.56 MB
/releases/19.07.2/targets/lantiq/xrx200/openwrt-19.07.2-lantiq-xrx200-tplink_vr200-initramfs-kernel.bin;12;19.82 MB
/releases/17.01.7/targets/lantiq/xrx200/lede-17.01.7-lantiq-xrx200-VGV7510KW22BRN-squashfs-factory.bin;12;40.84 MB
/releases/19.07.2/targets/brcm63xx/generic/openwrt-19.07.2-brcm63xx-generic-CT-5365-squashfs-cfe.bin;12;22.26 MB
/releases/18.06.0/targets/kirkwood/generic/openwrt-18.06.0-kirkwood-zyxel_nsa310b-squashfs-sysupgrade.bin;12;18.86 MB
/releases/18.06.0-rc1/targets/ipq806x/generic/openwrt-18.06.0-rc1-ipq806x-netgear_r7500v2-squashfs-sysupgrade.bin;12;32.71 MB
/releases/17.01.5/targets/ar71xx/generic/lede-17.01.5-ar71xx-generic-archer-c7-v2-il-squashfs-sysupgrade.bin;12;19.03 MB
/releases/18.06.4/targets/ramips/rt288x/openwrt-18.06.4-ramips-rt288x-ar670w-squashfs-sysupgrade.bin;12;29.06 MB
/releases/18.06.2/targets/brcm63xx/generic/openwrt-18.06.2-brcm63xx-generic-A226M-FWB-squashfs-cfe.bin;12;22.33 MB
/releases/19.07.2/targets/at91/sam9x/openwrt-19.07.2-at91-sam9x-lmu5000-squashfs-factory.bin;12;34.79 MB
/releases/18.06.1/targets/mvebu/cortexa9/openwrt-18.06.1-mvebu-cortexa9-armada-388-rd-squashfs-firmware.bin;12;22.06 MB
/releases/18.06.0/targets/ramips/rt305x/openwrt-18.06.0-ramips-rt305x-asl26555-16M-squashfs-sysupgrade.bin;12;17.40 MB
/releases/18.06.2/targets/ramips/mt7620/openwrt-18.06.2-ramips-mt7620-ArcherC50v1-squashfs-sysupgrade.bin;12;23.75 MB
/releases/18.06.7/targets/oxnas/ox820/openwrt-18.06.7-oxnas-ox820-cloudengines-pogoplug-pro-ubifs-ubinized.bin;12;19.84 MB
/releases/18.06.0-rc2/targets/mvebu/cortexa9/openwrt-18.06.0-rc2-mvebu-cortexa9-armada-370-rd-squashfs-sysupgrade.bin;12;25.76 MB
/releases/17.01.3/targets/lantiq/xway_legacy/lede-17.01.3-lantiq-xway_legacy-ARV452CQW-initramfs-kernel.bin;12;12.24 MB
/releases/18.06.2/targets/ramips/mt7620/openwrt-18.06.2-ramips-mt7620-kn_rf-squashfs-factory.bin;12;17.59 MB
/releases/18.06.5/targets/lantiq/xway/openwrt-18.06.5-lantiq-xway-avm_fritz7320-squashfs-sysupgrade.bin;12;16.43 MB
/releases/18.06.7/targets/octeon/generic/openwrt-18.06.7-octeon-erlite-initramfs-kernel.bin;12;70.93 MB
/releases/18.06.1/targets/ar71xx/mikrotik/openwrt-18.06.1-ar71xx-mikrotik-rb-nor-flash-16M-initramfs-kernel.bin;12;19.62 MB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-tny_a9260-squashfs-factory.bin;12;22.86 MB
/releases/19.07.0/targets/brcm47xx/mips74k/openwrt-19.07.0-brcm47xx-mips74k-linksys-e3200-v1-squashfs.bin;12;18.40 MB
/releases/18.06.5/targets/lantiq/xrx200/openwrt-18.06.5-lantiq-xrx200-arcadyan_vgv7519-nor-squashfs-sysupgrade.bin;12;17.64 MB
/releases/18.06.5/targets/ar71xx/tiny/openwrt-18.06.5-ar71xx-tiny-tl-wa701nd-v1-squashfs-sysupgrade.bin;12;16.56 MB
/releases/18.06.6/targets/ar71xx/nand/openwrt-18.06.6-ar71xx-nand-vmlinux.bin;12;20.10 MB
/releases/17.01.2/targets/ramips/rt305x/lede-17.01.2-ramips-rt305x-3g-6200nl-initramfs-kernel.bin;12;16.76 MB
/releases/19.07.3/targets/brcm63xx/smp/openwrt-19.07.3-brcm63xx-smp-CT-6373-squashfs-cfe.bin;12;25.61 MB
/releases/18.06.3/targets/ar71xx/nand/openwrt-18.06.3-ar71xx-nand-domywifi-dw33d-squashfs-sysupgrade.bin;12;66.12 MB
/releases/17.01.0/targets/lantiq/xrx200/lede-17.01.0-r3205-59508e3-lantiq-xrx200-P2812HNUF1-ubifs-sysupgrade.bin;12;30.05 MB
/releases/18.06.2/targets/ar71xx/generic/openwrt-18.06.2-ar71xx-generic-ap132-squashfs-sysupgrade.bin;12;21.06 MB
/releases/18.06.0/targets/ramips/mt7621/openwrt-18.06.0-ramips-mt7621-iodata_wn-gx300gr-squashfs-sysupgrade.bin;12;20.93 MB
/releases/18.06.4/targets/lantiq/xway/openwrt-18.06.4-lantiq-xway-arcadyan_arv4510pw-initramfs-kernel.bin;12;27.29 MB
/releases/18.06.5/targets/brcm47xx/generic/openwrt-18.06.5-brcm47xx-generic-linksys-wrt350n-v1-squashfs.bin;12;19.39 MB
/snapshots/targets/lantiq/xway/u-boot-gigasx76x_nor/u-boot.bin;12;1.24 MB
/releases/17.01.3/targets/brcm47xx/legacy/lede-17.01.3-brcm47xx-legacy-motorola-we800g-squashfs.bin;12;21.17 MB
/releases/17.01.4/targets/brcm63xx/generic/lede-17.01.4-brcm63xx-generic-96328avng-generic-squashfs-cfe-16M.bin;12;41.47 MB
/releases/19.07.1/targets/kirkwood/generic/openwrt-19.07.1-kirkwood-seagate_goflexhome-squashfs-factory.bin;12;20.98 MB
/releases/18.06.6/targets/ar71xx/tiny/openwrt-18.06.6-ar71xx-tiny-tl-wa901nd-v1-squashfs-sysupgrade.bin;12;12.93 MB
/releases/18.06.3/targets/brcm63xx/generic/openwrt-18.06.3-brcm63xx-generic-BTV2110-squashfs-cfe.bin;12;17.43 MB
/releases/18.06.0-rc2/targets/ramips/mt76x8/openwrt-18.06.0-rc2-ramips-mt76x8-wl-wn575a3-squashfs-sysupgrade.bin;12;21.28 MB
/releases/18.06.6/targets/mvebu/cortexa9/openwrt-18.06.6-mvebu-cortexa9-openblocks-ax3-4-initramfs-kernel.bin;12;19.22 MB
/releases/19.07.1/targets/ramips/rt305x/openwrt-19.07.1-ramips-rt305x-dir-320-b1-initramfs-kernel.bin;12;27.64 MB
/releases/17.01.1/targets/ar71xx/generic/lede-17.01.1-ar71xx-generic-archer-c5-v1-squashfs-factory.bin;12;34.19 MB
/releases/19.07.0/targets/apm821xx/nand/openwrt-19.07.0-apm821xx-nand-meraki_mx60-initramfs-kernel.bin;12;40.64 MB
/releases/19.07.0/targets/mpc85xx/generic/openwrt-19.07.0-mpc85xx-generic-tl-wdr4900-v1-fdt.bin;12;129.21 KB
/releases/17.01.4/targets/brcm47xx/mips74k/lede-17.01.4-brcm47xx-mips74k-linksys-e2500-v2.1-squashfs.bin;12;19.13 MB
/releases/18.06.4/targets/ramips/rt288x/openwrt-18.06.4-ramips-rt288x-dlink_dap-1522-a1-squashfs-sysupgrade.bin;12;27.03 MB
/releases/17.01.3/targets/lantiq/xway/lede-17.01.3-lantiq-xway-P2601HNFX-initramfs-kernel.bin;12;11.23 MB
/releases/18.06.1/targets/ar71xx/generic/openwrt-18.06.1-ar71xx-generic-antrouter-r1-squashfs-factory.bin;12;46.67 MB
/releases/19.07.1/targets/ath79/generic/openwrt-19.07.1-ath79-generic-buffalo_wzr-hp-g302h-a1a0-squashfs-sysupgrade.bin;12;23.42 MB
/releases/17.01.4/targets/ramips/rt305x/lede-17.01.4-ramips-rt305x-awm002-evb-4M-initramfs-kernel.bin;12;18.90 MB
/releases/18.06.1/targets/brcm63xx/smp/openwrt-18.06.1-brcm63xx-smp-AR5387un-squashfs-sysupgrade.bin;12;26.48 MB
/releases/19.07.3/targets/ramips/mt76x8/openwrt-19.07.3-ramips-mt76x8-tplink_c50-v3-squashfs-tftp-recovery.bin;12;43.73 MB
/releases/19.07.1/targets/brcm47xx/legacy/openwrt-19.07.1-brcm47xx-legacy-huawei-e970-squashfs.bin;12;20.81 MB
/releases/19.07.0-rc1/targets/lantiq/xrx200/openwrt-19.07.0-rc1-lantiq-xrx200-avm_fritz7362sl-initramfs-kernel.bin;12;23.21 MB
/releases/18.06.4/targets/kirkwood/generic/openwrt-18.06.4-kirkwood-cloudengines_pogoplugv4-squashfs-sysupgrade.bin;12;20.63 MB
/releases/19.07.1/targets/ramips/mt7621/openwrt-19.07.1-ramips-mt7621-gnubee_gb-pc1-initramfs-kernel.bin;12;15.44 MB
/releases/18.06.4/targets/ramips/rt305x/openwrt-18.06.4-ramips-rt305x-awm002-evb-8M-squashfs-sysupgrade.bin;12;24.51 MB
/releases/17.01.5/targets/ar71xx/generic/lede-17.01.5-ar71xx-generic-all0305-rootfs-squashfs.bin;12;16.00 MB
/releases/18.06.0/targets/ipq40xx/generic/openwrt-18.06.0-ipq40xx-openmesh_a62-squashfs-factory.bin;12;23.51 MB
/releases/18.06.3/targets/mvebu/cortexa9/openwrt-18.06.3-mvebu-cortexa9-armada-385-db-ap-initramfs-kernel.bin;12;19.49 MB
/releases/18.06.1/targets/lantiq/falcon/openwrt-18.06.1-lantiq-falcon-lantiq_easy88444-squashfs-sysupgrade.bin;12;19.51 MB
/releases/18.06.0/targets/brcm63xx/generic/openwrt-18.06.0-brcm63xx-generic-A226M-FWB-squashfs-cfe.bin;12;21.40 MB
/releases/18.06.0-rc1/targets/ramips/mt76x8/openwrt-18.06.0-rc1-ramips-mt76x8-u7628-01-128M-16M-squashfs-sysupgrade.bin;12;16.32 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-pb42-squashfs-sysupgrade.bin;12;20.86 MB
/releases/17.01.5/targets/lantiq/xway/lede-17.01.5-lantiq-xway-ARV4510PW-initramfs-kernel.bin;12;16.95 MB
/releases/19.07.2/targets/ath79/tiny/openwrt-19.07.2-ath79-tiny-tplink_tl-mr3040-v2-initramfs-kernel.bin;12;15.62 MB
/releases/18.06.3/targets/ar71xx/tiny/openwrt-18.06.3-ar71xx-tiny-tl-wa730re-v1-squashfs-factory.bin;12;24.37 MB
/releases/19.07.2/targets/ramips/mt7620/openwrt-19.07.2-ramips-mt7620-dir-810l-initramfs-kernel.bin;12;18.34 MB
/releases/17.01.7/targets/kirkwood/generic/lede-17.01.7-kirkwood-iconnect-squashfs-factory.bin;12;14.23 MB
/releases/18.06.0-rc2/targets/mvebu/cortexa9/openwrt-18.06.0-rc2-mvebu-cortexa9-armada-385-db-ap-initramfs-kernel.bin;12;16.33 MB
/releases/18.06.8/targets/ixp4xx/generic/apex/apex-nslu2-16mb-armeb.bin;12;365.09 KB
/releases/18.06.0-rc1/targets/lantiq/falcon/openwrt-18.06.0-rc1-lantiq-falcon-lantiq_easy98020-v18-squashfs-sysupgrade.bin;12;13.25 MB
/releases/17.01.6/targets/ar71xx/generic/lede-17.01.6-ar71xx-generic-antminer-s3-squashfs-factory.bin;12;32.75 MB
/releases/18.06.1/targets/ramips/mt7620/openwrt-18.06.1-ramips-mt7620-e1700-squashfs-sysupgrade.bin;12;20.29 MB
/releases/17.01.0/targets/ramips/rt305x/lede-17.01.0-r3205-59508e3-ramips-rt305x-all5002-squashfs-sysupgrade.bin;12;8.64 MB
/releases/17.01.1/targets/ar71xx/generic/lede-17.01.1-ar71xx-generic-all0258n-squashfs-sysupgrade.bin;12;13.89 MB
/snapshots/targets/at91/sama5d4/u-boot-sama5d4_xplained_spiflash/u-boot.bin;12;2.11 MB
/releases/18.06.0-rc2/targets/ar7/generic/openwrt-18.06.0-rc2-ar7-generic-Titan-squashfs-code.bin;12;22.36 MB
/releases/19.07.2/targets/layerscape/armv8_64b/openwrt-19.07.2-layerscape-armv8_64b-ls1012ardb-ubifs-firmware.bin;12;95.64 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr940n-v4-squashfs-factory-eu.bin;12;20.00 MB
/releases/18.06.7/targets/ath25/generic/openwrt-18.06.7-ath25-generic-squashfs-sysupgrade.bin;12;14.68 MB
/releases/17.01.0-rc2/targets/adm5120/router_le/lede-17.01.0-rc2-r3131-42f3c1f-adm5120-router_le-dns-g120-squashfs-webui.bin;12;16.15 MB
/releases/19.07.0/targets/lantiq/falcon/openwrt-19.07.0-lantiq-falcon-lantiq_easy98000-nand-squashfs-sysupgrade.bin;12;17.75 MB
