Firmware;Hits;Bandwidth
/releases/17.01.6/targets/lantiq/xrx200/lede-17.01.6-lantiq-xrx200-VGV7510KW22NOR-squashfs-sysupgrade.bin;16;37.69 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-96328avng-generic-squashfs-cfe-4M.bin;16;27.05 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-tl-wdr4300-v1-squashfs-sysupgrade.bin;16;36.52 MB
/releases/19.07.0-rc1/targets/ipq806x/generic/openwrt-19.07.0-rc1-ipq806x-generic-linksys_ea8500-squashfs-factory.bin;16;57.17 MB
/releases/17.01.4/targets/ar71xx/nand/lede-17.01.4-ar71xx-nand-uImage-lzma.bin;16;10.48 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-omy-g1-squashfs-factory.bin;16;117.34 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-AV4202N-squashfs-cfe.bin;16;34.37 MB
/releases/19.07.4/targets/mvebu/cortexa9/openwrt-19.07.4-mvebu-cortexa9-marvell_axp-db-initramfs-kernel.bin;16;28.09 MB
/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-qxwlan_e2600ac-c1-squashfs-sysupgrade.bin;16;67.77 MB
/releases/18.06.7/targets/ar71xx/generic/openwrt-18.06.7-ar71xx-generic-ap121-16M-squashfs-sysupgrade.bin;16;74.82 MB
/releases/17.01.4/targets/lantiq/xrx200/lede-17.01.4-lantiq-xrx200-VR200v-squashfs-sysupgrade.bin;16;25.81 MB
/releases/18.06.8/targets/ramips/mt76x8/openwrt-18.06.8-ramips-mt76x8-vocore2lite-squashfs-sysupgrade.bin;16;21.80 MB
/releases/19.07.0/targets/apm821xx/nand/openwrt-19.07.0-apm821xx-nand-netgear_wndr4700-initramfs-kernel.bin;16;42.51 MB
/releases/19.07.1/targets/ramips/mt7621/openwrt-19.07.1-ramips-mt7621-elecom_wrc-1167ghbk2-s-squashfs-sysupgrade.bin;16;26.67 MB
/releases/18.06.1/targets/ipq806x/generic/openwrt-18.06.1-ipq806x-compex_wpq864-squashfs-nand-sysupgrade.bin;16;28.57 MB
/releases/18.06.4/targets/mvebu/cortexa9/openwrt-18.06.4-mvebu-cortexa9-linksys-wrt1200ac-squashfs-sysupgrade.bin;16;34.21 MB
/releases/19.07.3/targets/apm821xx/nand/openwrt-19.07.3-apm821xx-nand-meraki_mr24-initramfs-kernel.bin;16;39.22 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-96345GW2-generic-squashfs-cfe-bc221.bin;16;23.81 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-d-team_newifi-d2-initramfs-kernel.bin;16;21.42 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-96348GW-generic-squashfs-cfe.bin;16;31.17 MB
/releases/18.06.8/targets/ramips/mt7620/openwrt-18.06.8-ramips-mt7620-mlw221-squashfs-sysupgrade.bin;16;19.94 MB
/releases/18.06.5/targets/ipq806x/generic/openwrt-18.06.5-ipq806x-netgear_r7800-squashfs-sysupgrade.bin;16;37.78 MB
/releases/18.06.3/targets/layerscape/armv8_64b/openwrt-18.06.3-layerscape-armv8_64b-ls2088ardb-squashfs-firmware.bin;16;176.68 MB
/releases/17.01.0/targets/ar71xx/mikrotik/lede-17.01.0-r3205-59508e3-ar71xx-mikrotik-vmlinux.bin;16;22.74 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-arcadyan_arv7510pw22-squashfs-sysupgrade.bin;16;32.91 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-mr1750-squashfs-sysupgrade.bin;16;39.41 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-DGND3800B-squashfs-sysupgrade.bin;15;19.08 MB
/releases/19.07.0-rc2/targets/lantiq/xway/openwrt-19.07.0-rc2-lantiq-xway-arcadyan_arv752dpw-squashfs-sysupgrade.bin;15;26.31 MB
/releases/18.06.5/targets/apm821xx/nand/openwrt-18.06.5-apm821xx-nand-meraki_mr24-initramfs-kernel.bin;15;29.27 MB
/releases/18.06.4/targets/ramips/rt3883/openwrt-18.06.4-ramips-rt3883-br-6475nd-squashfs-sysupgrade.bin;15;24.89 MB
/releases/17.01.4/targets/brcm47xx/generic/lede-17.01.4-brcm47xx-generic-linksys-wrt310n-v1-squashfs.bin;15;21.93 MB
/releases/18.06.2/targets/brcm63xx/generic/openwrt-18.06.2-brcm63xx-generic-963281TAN-generic-squashfs-cfe-16M.bin;15;51.53 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-bt_homehub-v2b-squashfs-sysupgrade.bin;15;26.68 MB
/releases/18.06.1/targets/lantiq/xway/openwrt-18.06.1-lantiq-xway-arcadyan_arv752dpw22-squashfs-sysupgrade.bin;15;31.31 MB
/releases/17.01.4/targets/apm821xx/sata/lede-17.01.4-apm821xx-sata-MyBookLiveDuo-initramfs-kernel.bin;15;28.36 MB
/releases/18.06.8/targets/ramips/rt305x/openwrt-18.06.8-ramips-rt305x-awapn2403-initramfs-kernel.bin;15;25.19 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-DG834GT_PN-squashfs-cfe.bin;15;31.44 MB
/releases/18.06.5/targets/oxnas/ox820/openwrt-18.06.5-oxnas-ox820-akitio-mycloud-ubifs-ubinized.bin;15;29.46 MB
/releases/19.07.2/targets/ath79/tiny/openwrt-19.07.2-ath79-tiny-buffalo_whr-g301n-squashfs-tftp.bin;15;23.18 MB
/releases/19.07.1/targets/brcm47xx/generic/openwrt-19.07.1-brcm47xx-generic-linksys-wrt300n-v1.1-squashfs.bin;15;21.00 MB
/releases/18.06.7/targets/ipq806x/generic/openwrt-18.06.7-ipq806x-compex_wpq864-squashfs-nand-factory.bin;15;38.00 MB
/releases/18.06.8/targets/mvebu/cortexa9/openwrt-18.06.8-mvebu-cortexa9-armada-388-rd-squashfs-firmware.bin;15;22.62 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-cr3000-squashfs-sysupgrade.bin;15;28.22 MB
/releases/18.06.7/targets/lantiq/falcon/openwrt-18.06.7-lantiq-falcon-lantiq_easy98035synce1588-squashfs-sysupgrade.bin;15;17.78 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-ubnt-rocket-m-squashfs-sysupgrade.bin;15;32.51 MB
/releases/18.06.5/targets/lantiq/xrx200/openwrt-18.06.5-lantiq-xrx200-arcadyan_vgv7510kw22-nor-squashfs-sysupgrade.bin;15;40.95 MB
/releases/18.06.4/targets/lantiq/xway/openwrt-18.06.4-lantiq-xway-arcadyan_arv8539pw22-initramfs-kernel.bin;15;25.36 MB
/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-all5002-squashfs-sysupgrade.bin;15;34.48 MB
/releases/18.06.1/targets/ipq40xx/generic/openwrt-18.06.1-ipq40xx-openmesh_a62-squashfs-sysupgrade.bin;15;33.52 MB
/snapshots/targets/ipq40xx/generic/u-boot-fritz7530/uboot-fritz7530.bin;15;4.30 MB
/releases/18.06.1/targets/ramips/mt7620/openwrt-18.06.1-ramips-mt7620-dlink_dwr-921-c3-squashfs-factory.bin;15;32.11 MB
/releases/19.07.4/targets/at91/sam9x/openwrt-19.07.4-at91-sam9x-usb_a9263-ubifs-factory.bin;15;60.09 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ubnt-rspro-squashfs-sysupgrade.bin;15;27.87 MB
/releases/18.06.0/targets/ramips/mt76x8/openwrt-18.06.0-ramips-mt76x8-tl-wr841n-v13-squashfs-sysupgrade.bin;15;14.35 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-DSL274XB-C3-squashfs-cfe.bin;15;29.55 MB
/releases/17.01.3/targets/lantiq/xrx200/lede-17.01.3-lantiq-xrx200-FRITZ3370-squashfs-sysupgrade.bin;15;25.87 MB
/releases/19.07.3/targets/ramips/rt305x/openwrt-19.07.3-ramips-rt305x-dap-1350-squashfs-factory.bin;15;21.71 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-AR5381u-squashfs-sysupgrade.bin;15;30.39 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-HG622-squashfs-cfe.bin;15;51.27 MB
/releases/19.07.3/targets/lantiq/xway_legacy/openwrt-19.07.3-lantiq-xway_legacy-arcadyan_arv4518pwr01-initramfs-kernel.bin;15;23.51 MB
/releases/18.06.4/targets/ar71xx/nand/openwrt-18.06.4-ar71xx-nand-vmlinux.bin;15;25.39 MB
/releases/18.06.8/targets/ipq806x/generic/openwrt-18.06.8-ipq806x-zyxel_nbg6817-squashfs-mmcblk0p4-kernel.bin;15;21.61 MB
/releases/17.01.0-rc1/targets/adm5120/router_le/lede-17.01.0-rc1-r3042-ec095b5-adm5120-router_le-vmlinux.bin;15;17.31 MB
/releases/17.01.6/targets/lantiq/xrx200/lede-17.01.6-lantiq-xrx200-VGV7519NOR-squashfs-sysupgrade.bin;15;26.79 MB
/releases/18.06.5/targets/ramips/mt7621/openwrt-18.06.5-ramips-mt7621-pbr-m1-squashfs-sysupgrade.bin;15;24.51 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-omnima_miniembplug-squashfs-sysupgrade.bin;15;36.42 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-ap132-squashfs-sysupgrade.bin;15;13.93 MB
/releases/18.06.8/targets/ipq806x/generic/openwrt-18.06.8-ipq806x-qcom_ipq8064-ap148-legacy-squashfs-nand-factory.bin;15;34.89 MB
/releases/19.07.4/targets/mpc85xx/p1020/openwrt-19.07.4-mpc85xx-p1020-ws-ap3710i-squashfs-sysupgrade.bin;15;34.03 MB
/releases/18.06.4/targets/mvebu/cortexa72/openwrt-18.06.4-mvebu-cortexa72-armada-macchiatobin-initramfs-kernel.bin;15;60.46 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-dir-825-c1-squashfs-factory.bin;15;94.65 MB
/releases/17.01.0/targets/oxnas/generic/lede-17.01.0-r3205-59508e3-oxnas-pogoplug-v3-squashfs-ubinized.bin;15;17.15 MB
/releases/18.06.4/targets/ramips/mt76x8/openwrt-18.06.4-ramips-mt76x8-wrtnode2r-squashfs-sysupgrade.bin;15;27.42 MB
/snapshots/targets/kirkwood/generic/u-boot-dockstar/u-boot.bin;15;4.44 MB
/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-telsey_cpva642-squashfs-cfe.bin;15;36.14 MB
/snapshots/targets/rtl838x/generic/openwrt-rtl838x-generic-d-link_dgs-1210-16-squashfs-sysupgrade.bin;15;42.24 MB
/releases/19.07.3/targets/ramips/mt7620/openwrt-19.07.3-ramips-mt7620-ArcherC20i-squashfs-sysupgrade.bin;15;44.64 MB
/releases/19.07.3/targets/brcm63xx/smp/openwrt-19.07.3-brcm63xx-smp-CT-536_CT-5621-squashfs-cfe.bin;15;34.92 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-AD1018-SPI_flash-squashfs-cfe.bin;15;19.78 MB
/releases/18.06.8/targets/mvebu/cortexa9/openwrt-18.06.8-mvebu-cortexa9-armada-370-db-squashfs-sysupgrade.bin;15;28.55 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-arcadyan_arv4519pw-initramfs-kernel.bin;15;13.63 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-vocore-8M-squashfs-sysupgrade.bin;15;28.28 MB
/releases/18.06.8/targets/ipq806x/generic/openwrt-18.06.8-ipq806x-netgear_r7500-squashfs-sysupgrade.bin;15;29.26 MB
/releases/17.01.3/targets/ramips/rt305x/lede-17.01.3-ramips-rt305x-bc2-initramfs-kernel.bin;15;22.87 MB
/releases/19.07.2/targets/ipq40xx/generic/openwrt-19.07.2-ipq40xx-generic-avm_fritzbox-4040-squashfs-sysupgrade.bin;15;26.79 MB
/releases/18.06.5/targets/ramips/rt3883/openwrt-18.06.5-ramips-rt3883-dir-645-squashfs-sysupgrade.bin;15;28.47 MB
/releases/18.06.5/targets/ar71xx/tiny/openwrt-18.06.5-ar71xx-tiny-tl-wa901nd-v5-squashfs-factory.bin;15;31.12 MB
/releases/19.07.4/targets/lantiq/xway/u-boot-arv7510pw22_nor/u-boot.bin;15;1.78 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-pbr-m1-squashfs-sysupgrade.bin;15;23.95 MB
/releases/17.01.3/targets/brcm63xx/generic/lede-17.01.3-brcm63xx-generic-CT-536_CT-5621-squashfs-cfe.bin;15;19.89 MB
/releases/17.01.0/targets/lantiq/xway/lede-17.01.0-r3205-59508e3-lantiq-xway-EASY50712-squashfs-sysupgrade.bin;15;14.97 MB
/releases/18.06.8/targets/brcm47xx/legacy/openwrt-18.06.8-brcm47xx-legacy-huawei-e970-squashfs.bin;15;20.45 MB
/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-pirelli_a226g-squashfs-cfe.bin;15;42.95 MB
/releases/18.06.7/targets/mvebu/cortexa9/openwrt-18.06.7-mvebu-cortexa9-armada-xp-db-squashfs-sysupgrade.bin;15;29.23 MB
/releases/17.01.5/targets/ramips/mt7620/lede-17.01.5-ramips-mt7620-dir-810l-squashfs-sysupgrade.bin;15;18.67 MB
/releases/18.06.8/targets/ramips/rt288x/openwrt-18.06.8-ramips-rt288x-rt-n15-squashfs-sysupgrade.bin;15;18.67 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-e558-v2-8M-squashfs-sysupgrade.bin;15;28.59 MB
/releases/18.06.8/targets/mpc85xx/p1020/openwrt-18.06.8-mpc85xx-p1020-hiveap-330-squashfs-sysupgrade.bin;15;176.24 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-oolite-v5.2-squashfs-sysupgrade.bin;15;34.37 MB
/releases/18.06.2/targets/brcm47xx/mips74k/openwrt-18.06.2-brcm47xx-mips74k-linksys-e900-v1-squashfs.bin;15;23.89 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-buffalo_wzr-hp-g302h-a1a0-squashfs-factory.bin;15;27.29 MB
/releases/17.01.4/targets/ramips/mt7621/lede-17.01.4-ramips-mt7621-dir-860l-b1-squashfs-factory.bin;15;26.08 MB
/releases/18.06.9/targets/mvebu/cortexa9/openwrt-18.06.9-mvebu-cortexa9-linksys-wrt1900ac-squashfs-sysupgrade.bin;15;61.62 MB
/releases/18.06.7/targets/ar7/generic/openwrt-18.06.7-ar7-generic-WAG2-squashfs-code.bin;15;20.84 MB
/releases/19.07.3/targets/ramips/mt76x8/openwrt-19.07.3-ramips-mt76x8-cudy_wr1000-squashfs-sysupgrade.bin;15;34.47 MB
/releases/19.07.3/targets/ath79/generic/openwrt-19.07.3-ath79-generic-buffalo_wzr-hp-g302h-a1a0-squashfs-tftp.bin;15;20.90 MB
/releases/18.06.4/targets/mvebu/cortexa9/openwrt-18.06.4-mvebu-cortexa9-linksys-wrt3200acm-initramfs-kernel.bin;15;24.30 MB
/releases/18.06.1/targets/ramips/rt305x/openwrt-18.06.1-ramips-rt305x-dap-1350-squashfs-factory.bin;15;27.51 MB
/releases/17.01.4/targets/brcm63xx/generic/lede-17.01.4-brcm63xx-generic-96358VW-generic-squashfs-cfe.bin;15;16.67 MB
/releases/17.01.0-rc1/targets/adm5120/router_le/lede-17.01.0-rc1-r3042-ec095b5-adm5120-router_le-mu-5000fs-squashfs-xmodem.bin;15;19.74 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-ap147-010-squashfs-sysupgrade.bin;15;98.08 MB
/releases/17.01.4/targets/lantiq/xway/lede-17.01.4-lantiq-xway-DGN3500B-initramfs-kernel.bin;15;16.71 MB
/releases/18.06.4/targets/ar71xx/tiny/openwrt-18.06.4-ar71xx-tiny-tl-wa7510n-v1-squashfs-sysupgrade.bin;15;29.67 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-ubnt-unifi-outdoor-squashfs-sysupgrade.bin;15;30.08 MB
/releases/17.01.4/targets/ramips/rt305x/lede-17.01.4-ramips-rt305x-all0256n-4M-initramfs-kernel.bin;15;15.10 MB
/releases/19.07.1/targets/bcm53xx/generic/openwrt-19.07.1-bcm53xx-tplink-archer-c5-v2-squashfs.bin;15;26.29 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-CPVA502PLUS-squashfs-cfe.bin;15;16.98 MB
/releases/17.01.0/targets/ramips/rt305x/lede-17.01.0-r3205-59508e3-ramips-rt305x-bc2-initramfs-kernel.bin;15;14.58 MB
/releases/18.06.0/targets/ramips/mt7620/openwrt-18.06.0-ramips-mt7620-mt7620a-squashfs-sysupgrade.bin;15;37.12 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-eap7660d-squashfs-sysupgrade.bin;15;30.28 MB
/releases/18.06.8/targets/at91/sama5d4/at91bootstrap-sama5d4_xplainednf_uboot_secure/at91bootstrap.bin;15;197.81 KB
/releases/18.06.5/targets/ramips/mt76x8/openwrt-18.06.5-ramips-mt76x8-tl-wr840n-v4-squashfs-tftp-recovery.bin;15;42.53 MB
/releases/17.01.3/targets/mvebu/generic/lede-17.01.3-mvebu-linksys-wrt1900ac-squashfs-sysupgrade.bin;15;23.90 MB
/releases/18.06.4/targets/kirkwood/generic/openwrt-18.06.4-kirkwood-zyxel_nsa310b-squashfs-sysupgrade.bin;15;22.30 MB
/releases/17.01.4/targets/lantiq/xrx200/lede-17.01.4-lantiq-xrx200-VG3503J-squashfs-sysupgrade.bin;15;15.73 MB
/releases/18.06.0-rc2/targets/ar7/generic/openwrt-18.06.0-rc2-ar7-generic-AG1A-squashfs-code.bin;15;29.68 MB
/releases/19.07.2/targets/ramips/mt7621/openwrt-19.07.2-ramips-mt7621-elecom_wrc-1167ghbk2-s-squashfs-factory.bin;15;21.46 MB
/releases/19.07.3/targets/ipq40xx/generic/openwrt-19.07.3-ipq40xx-generic-engenius_eap1300-squashfs-sysupgrade.bin;15;37.98 MB
/releases/18.06.1/targets/ramips/mt7620/openwrt-18.06.1-ramips-mt7620-dch-m225-squashfs-factory.bin;15;18.30 MB
/releases/19.07.0/targets/lantiq/xway/openwrt-19.07.0-lantiq-xway-avm_fritz7312-initramfs-kernel.bin;15;22.37 MB
/releases/17.01.0/targets/lantiq/xway/lede-17.01.0-r3205-59508e3-lantiq-xway-BTHOMEHUBV3A-initramfs-kernel.bin;15;15.45 MB
/releases/18.06.8/targets/brcm63xx/smp/openwrt-18.06.8-brcm63xx-smp-DSL2650U-squashfs-cfe.bin;15;24.14 MB
/releases/18.06.4/targets/ar7/generic/openwrt-18.06.4-ar7-generic-Titan-na-squashfs-code.bin;15;26.01 MB
/releases/17.01.3/targets/ramips/mt7620/lede-17.01.3-ramips-mt7620-gl-mt300a-squashfs-sysupgrade.bin;15;19.36 MB
/releases/18.06.4/targets/rb532/generic/openwrt-18.06.4-rb532-nand-squashfs-sysupgrade.bin;15;29.40 MB
/releases/18.06.2/targets/ramips/mt7621/openwrt-18.06.2-ramips-mt7621-re350-v1-squashfs-sysupgrade.bin;15;50.14 MB
/releases/18.06.8/targets/kirkwood/generic/openwrt-18.06.8-kirkwood-raidsonic_ib-nas62x0-squashfs-sysupgrade.bin;15;24.09 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-tl-wr710n-v2.1-squashfs-sysupgrade.bin;15;23.08 MB
/releases/18.06.8/targets/brcm63xx/smp/openwrt-18.06.8-brcm63xx-smp-BTV2110-squashfs-cfe.bin;15;23.25 MB
/releases/17.01.7/targets/ar71xx/generic/lede-17.01.7-ar71xx-generic-archer-c5-v1-squashfs-sysupgrade.bin;15;22.19 MB
/releases/18.06.0/targets/ar71xx/generic/openwrt-18.06.0-ar71xx-generic-ap136-020-squashfs-sysupgrade.bin;15;61.56 MB
/releases/17.01.3/targets/ramips/mt7621/lede-17.01.3-ramips-mt7621-re6500-initramfs-kernel.bin;15;25.78 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr840n-v2-squashfs-factory-eu.bin;15;23.59 MB
/releases/19.07.2/targets/ramips/mt7621/openwrt-19.07.2-ramips-mt7621-gnubee_gb-pc1-initramfs-kernel.bin;15;33.05 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-NEUFBOX6-squashfs-cfe.bin;15;21.98 MB
/releases/18.06.0/targets/ramips/mt7621/openwrt-18.06.0-ramips-mt7621-mediatek_ap-mt7621a-v60-initramfs-kernel.bin;15;25.14 MB
/releases/18.06.8/targets/brcm47xx/legacy/openwrt-18.06.8-brcm47xx-legacy-linksys-wrt54g3gv2-vf-squashfs.bin;15;27.80 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-A226M-FWB-squashfs-cfe.bin;15;23.75 MB
/releases/19.07.2/targets/ramips/mt7621/openwrt-19.07.2-ramips-mt7621-hc5962-squashfs-sysupgrade.bin;15;44.67 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-tl-wr1043nd-v1-squashfs-sysupgrade.bin;15;30.05 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-dlan-hotspot-squashfs-sysupgrade.bin;15;27.97 MB
/releases/17.01.3/targets/mvebu/generic/lede-17.01.3-mvebu-armada-xp-gp-squashfs-sysupgrade.bin;15;21.91 MB
/releases/19.07.1/targets/ramips/mt76x8/openwrt-19.07.1-ramips-mt76x8-cudy_wr1000-squashfs-factory.bin;15;20.42 MB
/releases/18.06.4/targets/ramips/rt305x/openwrt-18.06.4-ramips-rt305x-3g150b-initramfs-kernel.bin;15;21.02 MB
/releases/18.06.8/targets/ramips/mt7621/openwrt-18.06.8-ramips-mt7621-gnubee_gb-pc2-squashfs-sysupgrade.bin;15;28.78 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-archer-c25-v1-squashfs-factory.bin;15;27.74 MB
/releases/18.06.8/targets/ramips/mt7620/openwrt-18.06.8-ramips-mt7620-rt-ac51u-squashfs-sysupgrade.bin;15;31.41 MB
/releases/17.01.0/targets/brcm47xx/generic/lede-17.01.0-r3205-59508e3-brcm47xx-generic-linksys-wrt610n-v1-squashfs.bin;15;19.49 MB
/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-engenius_ens620ext-squashfs-factory_30.bin;15;72.13 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-wzr-450hp2-squashfs-factory.bin;15;28.45 MB
/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-wnce2001-squashfs-factory.bin;15;43.27 MB
/releases/18.06.4/targets/ramips/mt76x8/openwrt-18.06.4-ramips-mt76x8-mac1200r-v2-squashfs-sysupgrade.bin;15;20.68 MB
/releases/17.01.0/targets/ar71xx/generic/lede-17.01.0-r3205-59508e3-ar71xx-generic-all0315n-squashfs-sysupgrade.bin;15;19.38 MB
/releases/19.07.3/targets/brcm63xx/smp/openwrt-19.07.3-brcm63xx-smp-AR5387un-squashfs-cfe.bin;15;38.51 MB
/releases/18.06.0-rc2/targets/ar71xx/generic/openwrt-18.06.0-rc2-ar71xx-generic-alfa-ap96-squashfs-sysupgrade.bin;15;80.56 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr940n-v6-squashfs-factory-br.bin;15;20.86 MB
/releases/19.07.0-rc1/targets/ramips/mt7620/openwrt-19.07.0-rc1-ramips-mt7620-cs-qr10-squashfs-sysupgrade.bin;15;39.28 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-livebox-squashfs-redboot.bin;15;30.69 MB
/snapshots/targets/at91/sama5d4/u-boot-sama5d4_xplained_nandflash/u-boot.bin;15;3.46 MB
/releases/17.01.2/targets/ramips/mt7620/lede-17.01.2-ramips-mt7620-miwifi-mini-squashfs-sysupgrade.bin;15;21.76 MB
/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-pirelli_a226m-squashfs-cfe.bin;15;35.77 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-96348GW-11-generic-squashfs-cfe.bin;15;20.11 MB
/snapshots/targets/rtl838x/generic/openwrt-rtl838x-generic-d-link_dgs-1210-16-initramfs-kernel.bin;15;42.24 MB
/releases/18.06.8/targets/lantiq/falcon/openwrt-18.06.8-lantiq-falcon-lantiq_easy88444-squashfs-sysupgrade.bin;15;16.55 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-DGND3800B-squashfs-sysupgrade.bin;15;34.05 MB
/releases/19.07.0/targets/ipq40xx/generic/openwrt-19.07.0-ipq40xx-generic-linksys_ea6350v3-squashfs-factory.bin;15;40.04 MB
/releases/18.06.7/targets/brcm47xx/legacy/openwrt-18.06.7-brcm47xx-legacy-linksys-wrt54g3gv2-vf-squashfs.noheader.bin;15;22.68 MB
/releases/18.06.0/targets/ar7/generic/openwrt-18.06.0-ar7-generic-EVA-4.9-squashfs.bin;15;21.06 MB
/releases/19.07.3/targets/brcm47xx/generic/openwrt-19.07.3-brcm47xx-generic-linksys-wrt300n-v1.1-squashfs.bin;15;25.79 MB
/releases/19.07.2/targets/ath79/generic/openwrt-19.07.2-ath79-generic-devolo_dvl1750x-squashfs-sysupgrade.bin;15;27.65 MB
/releases/19.07.4/targets/ipq40xx/generic/u-boot-fritz3000/uboot-fritz3000.bin;15;3.90 MB
/releases/19.07.4/targets/brcm63xx/generic/openwrt-19.07.4-brcm63xx-generic-DSL2640U-squashfs-cfe.bin;15;32.26 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-archer-c59-v1-squashfs-factory.bin;15;33.39 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-tl-wr720n-v3-squashfs-factory.bin;15;31.90 MB
/releases/17.01.7/targets/ramips/mt7621/lede-17.01.7-ramips-mt7621-pbr-m1-squashfs-sysupgrade.bin;15;25.95 MB
/releases/18.06.4/targets/brcm63xx/generic/openwrt-18.06.4-brcm63xx-generic-CT-536_CT-5621-squashfs-cfe.bin;15;18.34 MB
/releases/19.07.2/targets/brcm47xx/legacy/openwrt-19.07.2-brcm47xx-legacy-linksys-wrt54g3g-squashfs.bin;15;23.89 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-lan-turtle-squashfs-sysupgrade.bin;15;30.25 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-cpe505n-squashfs-sysupgrade.bin;15;28.23 MB
/releases/18.06.8/targets/at91/legacy/openwrt-18.06.8-at91-legacy-tny_a9260-squashfs-factory.bin;15;34.28 MB
