Image;Hits;206 Hits;Hits combined;Bandwidth;Avg. Size
/snapshots/targets/scheduled_for_removal/ar71xx/nand/openwrt-ar71xx-nand-c-60-squashfs-sysupgrade.tar;1;0;1;0;0
/releases/17.01.6/targets/oxnas/generic/lede-17.01.6-oxnas-kd20-ubifs-sysupgrade.tar;1;0;1;287.75 KB;287.75 KB
/snapshots/targets/scheduled_for_removal/brcm2708/bcm2709/openwrt-brcm2708-bcm2709-rpi-2-squashfs-factory.img.gz;1;0;1;0;0
//snapshots/targets/sunxi/cortexa8/openwrt-sunxi-cortexa8-marsboard_a10-marsboard-ext4-sdcard.img.gz;1;0;1;6.29 MB;6.29 MB
/releases/19.07.1/targets/ar71xx/nand/openwrt-19.07.1-ar71xx-nand-mr18-squashfs-sysupgrade.tar;1;0;1;7.40 MB;7.40 MB
/releases/18.06.3/targets/octeon/generic/openwrt-18.06.3-octeon-er-squashfs-sysupgrade.tar;1;0;1;8.82 MB;8.82 MB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun7i-a20-bananapro-ext4-sdcard.img.gz;1;0;1;63.75 KB;63.75 KB
/releases/17.01.1/targets/ramips/mt7621/lede-17.01.1-ramips-mt7621-ubnt-erx-squashfs-sysupgrade.tar;1;0;1;255.75 KB;255.75 KB
/releases/18.06.0-rc1/targets/x86/generic/openwrt-18.06.0-rc1-x86-generic-generic-rootfs.tar.gz;1;0;1;2.73 MB;2.73 MB
/releases/17.01.2/targets/kirkwood/generic/lede-17.01.2-kirkwood-pogo_e02-squashfs-sysupgrade.tar;1;0;1;223.75 KB;223.75 KB
/releases/17.01.0-rc1/targets/rb532/generic/lede-17.01.0-rc1-r3042-ec095b5-rb532-default-rootfs.tar.gz;1;0;1;127.75 KB;127.75 KB
/releases/18.06.0-rc2/targets/at91/sama5d3/openwrt-18.06.0-rc2-at91-sama5d3-at91-sama5d3_xplained-ext4-zImage.gz;1;0;1;3.02 MB;3.02 MB
/releases/19.07-SNAPSHOT/targets/ar71xx/mikrotik/openwrt-19.07-snapshot-r11233-589c3cf4e0-ar71xx-mikrotik-vmlinux-initramfs.lzma;1;0;1;3.88 MB;3.88 MB
/releases/18.06.3/targets/apm821xx/sata/openwrt-18.06.3-apm821xx-sata-wd_mybooklive-duo-ext4-rootfs.img.gz;1;0;1;6.12 MB;6.12 MB
/releases/17.01-SNAPSHOT/targets/sunxi/generic/lede-17.01-snapshot-r4046-beaa2ec-sunxi-sun6i-a31-m9-ext4-sdcard.img.gz;1;0;1;95.75 KB;95.75 KB
/releases/19.07.0-rc1/targets/brcm2708/bcm2709/openwrt-19.07.0-rc1-brcm2708-bcm2709-rpi-2-squashfs-factory.img.gz;1;0;1;10.76 MB;10.76 MB
/releases/18.06.0-rc2/targets/armvirt/64/openwrt-18.06.0-rc2-armvirt-64-root.squashfs.gz;1;0;1;1.57 MB;1.57 MB
/releases/17.01.5/targets/octeon/generic/lede-17.01.5-octeon-erlite-squashfs-sysupgrade.tar;1;0;1;7.41 MB;7.41 MB
/releases/17.01.0-rc2/targets/x86/generic/lede-17.01.0-rc2-r3131-42f3c1f-x86-generic-combined-ext4.img.gz;1;0;1;175.75 KB;175.75 KB
/releases/18.06.7/targets/arc770/generic/openwrt-18.06.7-arc770-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;1.28 MB;1.28 MB
//snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_macchiatobin-singleshot-squashfs-sdcard.img.gz;1;0;1;6.95 MB;6.95 MB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun6i-a31-m9-squashfs-sdcard.img.gz;1;0;1;143.75 KB;143.75 KB
/releases/18.06.0/targets/ramips/mt7621/openwrt-18.06.0-ramips-mt7621-ubnt-erx-sfp-squashfs-sysupgrade.tar;1;0;1;3.36 MB;3.36 MB
/releases/17.01.7/targets/zynq/generic/lede-17.01.7-zynq-rootfs.tar.gz;1;0;1;159.75 KB;159.75 KB
/releases/19.07.0-rc2/targets/gemini/generic/openwrt-19.07.0-rc2-gemini-dlink_dir-685-ext4-factory.bin.gz;1;0;1;9.01 MB;9.01 MB
/releases/19.07.0-rc2/targets/brcm2708/bcm2710/openwrt-19.07.0-rc2-brcm2708-bcm2710-rpi-3-squashfs-sysupgrade.img.gz;1;0;1;10.93 MB;10.93 MB
/releases/19.07.3/targets/rb532/generic/openwrt-19.07.3-rb532-default-rootfs.tar.gz;1;0;1;3.58 MB;3.58 MB
/releases/19.07.0-rc2/targets/mxs/generic/openwrt-19.07.0-rc2-mxs-root.ext4.gz;1;0;1;5.37 MB;5.37 MB
/releases/18.06.7/targets/sunxi/cortexa8/openwrt-18.06.7-sunxi-cortexa8-sun5i-a13-olimex-som-squashfs-sdcard.img.gz;1;0;1;1.30 MB;1.30 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa53/openwrt-19.07.0-rc2-sunxi-cortexa53-sun50i-h5-nanopi-neo-plus2-ext4-sdcard.img.gz;1;0;1;6.77 MB;6.77 MB
/releases/19.07.0-rc1/targets/brcm63xx/generic/openwrt-19.07.0-rc1-brcm63xx-generic-livebox-vmlinux.gz;1;0;1;2.25 MB;2.25 MB
/releases/19.07.0-rc2/targets/at91/sam9x/openwrt-19.07.0-rc2-at91-sam9x-usb_a9263-ext4-factory.bin.gz;1;0;1;5.85 MB;5.85 MB
/releases/17.01.7/targets/sunxi/generic/lede-17.01.7-sunxi-sun8i-h3-orangepi-plus-squashfs-sdcard.img.gz;1;0;1;159.75 KB;159.75 KB
/releases/19.07.0-rc2/targets/apm821xx/sata/openwrt-19.07.0-rc2-apm821xx-sata-wd_mybooklive-ext4-sysupgrade.img.gz;1;0;1;6.53 MB;6.53 MB
/releases/17.01.5/targets/arc770/generic/lede-17.01.5-arc770-generic-root.ext4.gz;1;0;1;2.78 MB;2.78 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa53/openwrt-19.07.0-rc1-sunxi-cortexa53-sun50i-h5-nanopi-neo2-ext4-sdcard.img.gz;1;0;1;6.77 MB;6.77 MB
//snapshots/targets/bcm27xx/bcm2710/openwrt-bcm27xx-bcm2710-rpi-3-squashfs-sysupgrade.img.gz;1;0;1;13.14 MB;13.14 MB
/releases/18.06.2/targets/apm821xx/sata/openwrt-18.06.2-apm821xx-sata-wd_mybooklive-ext4-rootfs.img.gz;1;0;1;5.61 MB;5.61 MB
/releases/19.07.0-rc1/targets/zynq/generic/openwrt-19.07.0-rc1-zynq-digilent_zynq-zybo-squashfs-sdcard.img.gz;1;0;1;5.84 MB;5.84 MB
/releases/18.06.3/targets/pistachio/generic/openwrt-18.06.3-pistachio-marduk-squashfs-sysupgrade.tar;1;0;1;4.74 MB;4.74 MB
/releases/19.07.2/targets/pistachio/generic/openwrt-19.07.2-pistachio-marduk-squashfs-sysupgrade.tar;1;0;1;4.83 MB;4.83 MB
/releases/17.01-SNAPSHOT/targets/ath25/generic/lede-17.01-snapshot-r4046-beaa2ec-ath25-generic-kernel.lzma;1;0;1;319.75 KB;319.75 KB
/snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-ultra-squashfs-sdcard.img.gz;1;0;1;6.90 MB;6.90 MB
/releases/19.07-SNAPSHOT/targets/sunxi/cortexa8/openwrt-19.07-snapshot-r11228-78c4c04dd7-sunxi-cortexa8-sun5i-a13-olimex-som-squashfs-sdcard.img.gz;1;0;1;5.09 MB;5.09 MB
/releases/18.06.5/targets/armvirt/64/openwrt-18.06.5-armvirt-64-root.ext4.gz;1;0;1;2.24 MB;2.24 MB
//snapshots/targets/bcm27xx/bcm2711/openwrt-bcm27xx-bcm2711-rpi-4-squashfs-sysupgrade.img.gz;1;0;1;12.81 MB;12.81 MB
/releases/19.07.0-rc1/targets/mvebu/cortexa53/openwrt-19.07.0-rc1-mvebu-cortexa53-globalscale_espressobin-emmc-ext4-sdcard.img.gz;1;0;1;6.37 MB;6.37 MB
/releases/18.06.0-rc1/targets/at91/sama5d3/openwrt-18.06.0-rc1-at91-sama5d3-at91-sama5d3_xplained-ext4-sdcard.img.gz;1;0;1;5.61 MB;5.61 MB
//snapshots/targets/at91/legacy/openwrt-at91-legacy-at91sam9g20ek-ext4-root.ubi.gz;1;0;1;1.98 MB;1.98 MB
/releases/18.06.2/targets/pistachio/generic/openwrt-18.06.2-pistachio-marduk-squashfs-sysupgrade.tar;1;0;1;1.30 MB;1.30 MB
/releases/19.07.1/targets/octeon/generic/openwrt-19.07.1-octeon-erlite-squashfs-sysupgrade.tar;1;0;1;8.83 MB;8.83 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun8i-h2-plus-orangepi-r1-squashfs-sdcard.img.gz;1;0;1;175.54 KB;175.54 KB
/releases/18.06.2/targets/gemini/generic/openwrt-18.06.2-gemini-sysupgrade-ib4220b.tar.gz;1;0;1;10.50 MB;10.50 MB
/releases/19.07.0-rc1/targets/x86/geode/openwrt-19.07.0-rc1-x86-geode-rootfs-squashfs.img.gz;1;0;1;3.76 MB;3.76 MB
/releases/18.06.0/targets/brcm63xx/smp/openwrt-18.06.0-brcm63xx-smp-livebox-vmlinux.gz;1;0;1;2.06 MB;2.06 MB
/releases/18.06.0-rc1/targets/mvebu/cortexa9/openwrt-18.06.0-rc1-mvebu-cortexa9-armada-388-clearfog-base-squashfs-sdcard.img.gz;1;0;1;4.49 MB;4.49 MB
/releases/17.01.0-rc1/targets/brcm2708/bcm2710/lede-17.01.0-rc1-r3042-ec095b5-brcm2708-bcm2710-rpi-3-ext4-sdcard.img.gz;1;0;1;63.75 KB;63.75 KB
/releases/19.07.0-rc2/targets/apm821xx/sata/openwrt-19.07.0-rc2-apm821xx-sata-wd_mybooklive-ext4-factory.img.gz;1;0;1;6.53 MB;6.53 MB
/releases/18.06.0-rc2/targets/at91/sama5d2/openwrt-18.06.0-rc2-at91-sama5d2-at91-sama5d27_som1_ek-ext4-root.ubi.gz;1;0;1;2.34 MB;2.34 MB
/releases/18.06.3/targets/ar71xx/nand/openwrt-18.06.3-ar71xx-nand-wi2a-ac200i-squashfs-sysupgrade.tar;1;0;1;3.99 MB;3.99 MB
/releases/18.06.0-rc2/targets/at91/sama5d4/openwrt-18.06.0-rc2-at91-sama5d4-at91-sama5d4_xplained-ext4-sdcard.img.gz;1;0;1;5.55 MB;5.55 MB
/releases/19.07-SNAPSHOT/targets/sunxi/cortexa8/openwrt-19.07-snapshot-r11228-78c4c04dd7-sunxi-cortexa8-sun4i-a10-cubieboard-ext4-sdcard.img.gz;1;0;1;5.58 MB;5.58 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-cubietech_cubieboard2-squashfs-sdcard.img.gz;1;0;1;5.59 MB;5.59 MB
/releases/19.07.2/targets/gemini/generic/openwrt-19.07.2-gemini-raidsonic_ib-4220-b-ext4-factory.bin.gz;1;0;1;8.23 MB;8.23 MB
/releases/17.01.0-rc1/targets/armvirt/generic/lede-17.01.0-rc1-r3042-ec095b5-armvirt-root.ext4.gz;1;0;1;159.75 KB;159.75 KB
/releases/17.01.0-rc2/targets/omap/generic/lede-17.01.0-rc2-r3131-42f3c1f-omap-default-rootfs.tar.gz;1;0;1;175.75 KB;175.75 KB
/releases/17.01.7/targets/gemini/raidsonic/lede-17.01.7-gemini-raidsonic-sysupgrade-ib4220.tar.gz;1;0;1;9.02 MB;9.02 MB
/releases/18.06-SNAPSHOT/targets/mediatek/32/openwrt-18.06-snapshot-r7027-d6ee5e4-mediatek-32-bananapi,bpi-r2-sysupgrade.tar;1;0;1;175.54 KB;175.54 KB
//releases/19.07.3/targets/pistachio/generic/openwrt-19.07.3-pistachio-rootfs.tar.gz;1;0;1;2.00 MB;2.00 MB
/releases/18.06-SNAPSHOT/targets/mvebu/cortexa53/openwrt-18.06-snapshot-r8077-7cbbab7246-mvebu-cortexa53-globalscale-espressobin-squashfs-sdcard.img.gz;1;0;1;5.38 MB;5.38 MB
/releases/19.07-SNAPSHOT/targets/x86/64/openwrt-19.07-snapshot-r11228-78c4c04dd7-x86-64-combined-squashfs.img.gz;1;0;1;6.70 MB;6.70 MB
/releases/18.06.6/targets/brcm2708/bcm2710/openwrt-18.06.6-brcm2708-bcm2710-rpi-3-squashfs-factory.img.gz;1;0;1;1.27 MB;1.27 MB
//snapshots/targets/apm821xx/sata/openwrt-apm821xx-sata-wd_mybooklive-ext4-sysupgrade.img.gz;1;0;1;8.11 MB;8.11 MB
/snapshots/targets/scheduled_for_removal/ixp4xx/harddisk/kernel-debug.tar.bz2;1;0;1;0;0
/snapshots/targets/scheduled_for_removal/brcm2708/bcm2711/openwrt-brcm2708-bcm2711-rpi-4-ext4-factory.img.gz;1;0;1;0;0
/releases/19.07-SNAPSHOT/targets/brcm2708/bcm2709/openwrt-19.07-snapshot-r11228-78c4c04dd7-brcm2708-bcm2709-rpi-2-squashfs-sysupgrade.img.gz;1;0;1;10.78 MB;10.78 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun8i-h3-nanopi-m1-plus-squashfs-sdcard.img.gz;1;0;1;5.82 MB;5.82 MB
//snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada7040-db-squashfs-sdcard.img.gz;1;0;1;6.94 MB;6.94 MB
/releases/18.06.7/targets/sunxi/cortexa8/openwrt-18.06.7-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;1;0;1;1.28 MB;1.28 MB
//snapshots/targets/bcm27xx/bcm2711/openwrt-bcm27xx-bcm2711-rpi-4-ext4-factory.img.gz;1;0;1;14.12 MB;14.12 MB
/releases/17.01.6/targets/sunxi/generic/lede-17.01.6-sunxi-sun7i-a20-olinuxino-micro-squashfs-sdcard.img.gz;1;0;1;159.75 KB;159.75 KB
/releases/18.06.0-rc2/targets/omap/generic/openwrt-18.06.0-rc2-omap-am335x-evm-ubifs-sdcard.img.gz;1;0;1;5.97 MB;5.97 MB
/releases/19.07.1/targets/mvebu/cortexa9/openwrt-19.07.1-mvebu-cortexa9-cznic_turris-omnia-sysupgrade.img.gz;1;0;1;5.49 MB;5.49 MB
/releases/17.01.0-rc1/targets/brcm2708/bcm2708/lede-17.01.0-rc1-r3042-ec095b5-brcm2708-bcm2708-rpi-ext4-sdcard.img.gz;1;0;1;239.75 KB;239.75 KB
/releases/18.06.3/targets/brcm2708/bcm2710/openwrt-18.06.3-brcm2708-bcm2710-rpi-3-squashfs-sysupgrade.img.gz;1;0;1;7.80 MB;7.80 MB
/releases/19.07.0-rc2/targets/brcm2708/bcm2709/openwrt-19.07.0-rc2-brcm2708-bcm2709-rpi-2-squashfs-sysupgrade.img.gz;1;0;1;10.76 MB;10.76 MB
/releases/17.01.7/targets/sunxi/generic/lede-17.01.7-sunxi-sun7i-a20-cubietruck-squashfs-sdcard.img.gz;1;0;1;143.75 KB;143.75 KB
/releases/17.01-SNAPSHOT/targets/archs38/generic/lede-17.01-snapshot-r4046-beaa2ec-archs38-generic-root.ext4.gz;1;0;1;175.75 KB;175.75 KB
/releases/faillogs-18.06/arc_archs/packages/perl/host-compile.txt;1;0;1;383.72 KB;383.72 KB
/releases/18.06.6/targets/brcm2708/bcm2708/openwrt-18.06.6-brcm2708-bcm2708-rpi-ext4-factory.img.gz;1;0;1;8.73 MB;8.73 MB
/releases/18.06.4/targets/octeon/generic/openwrt-18.06.4-octeon-erlite-squashfs-sysupgrade.tar;1;0;1;8.82 MB;8.82 MB
/releases/18.06.0-rc2/targets/x86/generic/openwrt-18.06.0-rc2-x86-generic-rootfs-ext4.img.gz;1;0;1;3.01 MB;3.01 MB
/releases/19.07.2/targets/armvirt/32/openwrt-19.07.2-armvirt-32-default-rootfs.tar.gz;1;0;1;1.96 MB;1.96 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun8i-h3-orangepi-pc-ext4-sdcard.img.gz;1;0;1;159.54 KB;159.54 KB
/releases/17.01.6/targets/sunxi/generic/lede-17.01.6-sunxi-sun4i-a10-olinuxino-lime-squashfs-sdcard.img.gz;1;0;1;159.75 KB;159.75 KB
/releases/18.06.2/targets/apm821xx/nand/openwrt-18.06.2-apm821xx-nand-netgear_wndr4700-squashfs-sysupgrade.tar;1;0;1;5.21 MB;5.21 MB
/snapshots/faillogs/aarch64_cortex-a72/packages/perl-inline/host-compile.txt;1;0;1;391 Bytes;391 Bytes
/releases/19.07.0-rc2/targets/ath25/generic/openwrt-19.07.0-rc2-ath25-generic-kernel.gz;1;0;1;1.81 MB;1.81 MB
/releases/18.06.3/targets/ar71xx/nand/openwrt-18.06.3-ar71xx-nand-nbg6716-squashfs-sysupgrade.tar;1;0;1;4.76 MB;4.76 MB
/releases/18.06.0-rc2/targets/mxs/generic/openwrt-18.06.0-rc2-mxs-duckbill-sdcard.img.gz;1;0;1;10.99 MB;10.99 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-pc-squashfs-sdcard.img.gz;1;0;1;5.56 MB;5.56 MB
/releases/19.07.0-rc2/targets/x86/generic/openwrt-19.07.0-rc2-x86-generic-rootfs-squashfs.img.gz;1;0;1;2.86 MB;2.86 MB
/releases/19.07.0-rc1/targets/octeon/generic/openwrt-19.07.0-rc1-octeon-erlite-squashfs-sysupgrade.tar;1;0;1;8.83 MB;8.83 MB
/releases/17.01.7/targets/sunxi/generic/lede-17.01.7-sunxi-sun5i-a13-olinuxino-squashfs-sdcard.img.gz;1;0;1;159.75 KB;159.75 KB
/releases/19.07.0-rc1/targets/oxnas/ox820/openwrt-19.07.0-rc1-oxnas-ox820-shuttle_kd20-factory.tar.gz;1;0;1;7.32 MB;7.32 MB
/releases/18.06.7/targets/brcm2708/bcm2709/openwrt-18.06.7-brcm2708-bcm2709-rpi-2-ext4-sysupgrade.img.gz;1;0;1;1.27 MB;1.27 MB
/releases/18.06.3/targets/brcm2708/bcm2710/openwrt-18.06.3-brcm2708-bcm2710-rpi-3-ext4-factory.img.gz;1;0;1;8.83 MB;8.83 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun8i-h3-orangepi-2-squashfs-sdcard.img.gz;1;0;1;4.75 MB;4.75 MB
//snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-olimex_a20-olinuxino-lime-squashfs-sdcard.img.gz;1;0;1;5.58 MB;5.58 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa8/openwrt-18.06.0-rc2-sunxi-cortexa8-sun5i-a13-olinuxino-ext4-sdcard.img.gz;1;0;1;5.70 MB;5.70 MB
//snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-squashfs-sdcard.img.gz;1;0;1;6.89 MB;6.89 MB
/releases/17.01.0-rc1/targets/at91/sama5d3/lede-17.01.0-rc1-r3042-ec095b5-at91-sama5d3-at91sama5d3xplained-rootfs.tar.gz;1;0;1;127.75 KB;127.75 KB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun8i-h3-orangepi-plus-squashfs-sdcard.img.gz;1;0;1;63.75 KB;63.75 KB
/releases/19.07.0-rc1/targets/omap/generic/openwrt-19.07.0-rc1-omap-ti_am335x-bone-black-ext4-sdcard.img.gz;1;0;1;6.58 MB;6.58 MB
/releases/18.06.4/targets/sunxi/cortexa7/openwrt-18.06.4-sunxi-cortexa7-sun6i-a31-m9-ext4-sdcard.img.gz;1;0;1;159.54 KB;159.54 KB
/snapshots/targets/scheduled_for_removal/ar71xx/nand/openwrt-ar71xx-nand-z1-squashfs-sysupgrade.tar;1;0;1;0;0
//snapshots/targets/octeontx/generic/openwrt-octeontx-default-rootfs.tar.gz;1;0;1;2.30 MB;2.30 MB
/releases/19.07.0-rc1/targets/sunxi/cortexa8/openwrt-19.07.0-rc1-sunxi-cortexa8-sun5i-a13-olimex-som-ext4-sdcard.img.gz;1;0;1;6.04 MB;6.04 MB
/releases/18.06.5/targets/gemini/generic/openwrt-18.06.5-gemini-dns313-bootpart.tar.gz;1;0;1;2.24 MB;2.24 MB
/snapshots/targets/scheduled_for_removal/au1000/au1550/kernel-debug.tar.bz2;1;0;1;0;0
/releases/19.07.1/targets/sunxi/cortexa7/openwrt-19.07.1-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;1;0;1;5.41 MB;5.41 MB
//snapshots/targets/arc770/generic/openwrt-arc770-generic-Default-sdcard-vfat-ext4.img.gz;1;0;1;5.94 MB;5.94 MB
/releases/18.06.0-rc2/targets/x86/geode/openwrt-18.06.0-rc2-x86-geode-rootfs-ext4.img.gz;1;0;1;4.52 MB;4.52 MB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun5i-a13-olimex-som-squashfs-sdcard.img.gz;1;0;1;143.75 KB;143.75 KB
/snapshots/targets/scheduled_for_removal/ar71xx/nand/openwrt-ar71xx-nand-hiveap-121-squashfs-sysupgrade.tar;1;0;1;0;0
//snapshots/targets/at91/legacy/openwrt-at91-legacy-at91sam9g25ek-ext4-root.ubi.gz;1;0;1;1.98 MB;1.98 MB
/releases/18.06.3/targets/octeon/generic/openwrt-18.06.3-octeon-erlite-squashfs-sysupgrade.tar;1;0;1;8.82 MB;8.82 MB
/releases/19.07.1/targets/sunxi/cortexa8/openwrt-19.07.1-sunxi-cortexa8-sun5i-a13-olimex-som-ext4-sdcard.img.gz;1;0;1;6.05 MB;6.05 MB
//snapshots/targets/at91/sama5d4/openwrt-at91-sama5d4-at91-sama5d4_xplained-ext4-zImage.gz;1;0;1;3.25 MB;3.25 MB
//snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-cznic_turris-omnia-sysupgrade.img.gz;1;0;1;6.33 MB;6.33 MB
/releases/18.06.7/targets/ramips/mt7621/openwrt-18.06.7-ramips-mt7621-r6220-squashfs-sysupgrade.tar;1;0;1;4.17 MB;4.17 MB
//snapshots/targets/mvebu/cortexa53/openwrt-mvebu-cortexa53-globalscale_espressobin-emmc-ext4-sdcard.img.gz;1;0;1;7.66 MB;7.66 MB
/releases/19.07-SNAPSHOT/targets/brcm2708/bcm2710/openwrt-19.07-snapshot-r11233-589c3cf4e0-brcm2708-bcm2710-rpi-3-squashfs-factory.img.gz;1;0;1;10.95 MB;10.95 MB
/releases/17.01.0/targets/ipq806x/generic/lede-17.01.0-r3205-59508e3-ipq806x-R7500v2-squashfs-sysupgrade.tar;1;0;1;2.80 MB;2.80 MB
//snapshots/targets/at91/sama5d4/openwrt-at91-sama5d4-at91-sama5d4_xplained-ext4-sdcard.img.gz;1;0;1;5.41 MB;5.41 MB
/releases/19.07.1/targets/sunxi/cortexa53/openwrt-19.07.1-sunxi-cortexa53-sun50i-a64-pine64-plus-ext4-sdcard.img.gz;1;0;1;6.78 MB;6.78 MB
/releases/17.01.0-rc1/targets/sunxi/generic/lede-17.01.0-rc1-r3042-ec095b5-sunxi-sun7i-a20-lamobo-r1-ext4-sdcard.img.gz;1;0;1;79.75 KB;79.75 KB
/releases/19.07.0-rc2/targets/oxnas/ox820/openwrt-19.07.0-rc2-oxnas-ox820-cloudengines_pogoplug-series-3-ubifs-sysupgrade.tar;1;0;1;8.08 MB;8.08 MB
/releases/19.07-SNAPSHOT/targets/sunxi/cortexa8/openwrt-19.07-snapshot-r11228-78c4c04dd7-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;1;0;1;5.58 MB;5.58 MB
//snapshots/targets/omap/generic/openwrt-omap-ti_omap4-panda-ext4-sdcard.img.gz;1;0;1;6.97 MB;6.97 MB
/releases/17.01.5/targets/armvirt/generic/lede-17.01.5-armvirt-default-rootfs.tar.gz;1;0;1;1.80 MB;1.80 MB
/releases/17.01.7/targets/mxs/generic/lede-17.01.7-mxs-root.ext4.gz;1;0;1;159.75 KB;159.75 KB
/releases/17.01-SNAPSHOT/targets/sunxi/generic/lede-17.01-snapshot-r4046-beaa2ec-sunxi-sun4i-a10-olinuxino-lime-ext4-sdcard.img.gz;1;0;1;287.75 KB;287.75 KB
/releases/18.06.7/targets/sunxi/cortexa53/openwrt-18.06.7-sunxi-cortexa53-sun50i-a64-pine64-plus-ext4-sdcard.img.gz;1;0;1;1.30 MB;1.30 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa53/openwrt-18.06.0-rc2-sunxi-cortexa53-sun50i-a64-pine64-plus-squashfs-sdcard.img.gz;1;0;1;5.59 MB;5.59 MB
/releases/19.07.0-rc2/targets/mvebu/cortexa53/openwrt-19.07.0-rc2-mvebu-cortexa53-marvell_armada-3720-db-squashfs-sdcard.img.gz;1;0;1;5.55 MB;5.55 MB
/releases/19.07.0-rc2/targets/mxs/generic/openwrt-19.07.0-rc2-mxs-duckbill-sdcard.img.gz;1;0;1;11.28 MB;11.28 MB
/releases/18.06.0/targets/brcm2708/bcm2708/openwrt-18.06.0-brcm2708-bcm2708-rpi-squashfs-sysupgrade.img.gz;1;0;1;7.58 MB;7.58 MB
/releases/17.01-SNAPSHOT/targets/kirkwood/generic/lede-17.01-snapshot-r4046-beaa2ec-kirkwood-goflexhome-squashfs-sysupgrade.tar;1;0;1;255.75 KB;255.75 KB
/releases/18.06.0-rc2/targets/sunxi/cortexa7/openwrt-18.06.0-rc2-sunxi-cortexa7-sun8i-h3-nanopi-m1-plus-squashfs-sdcard.img.gz;1;0;1;5.44 MB;5.44 MB
/releases/19.07.0-rc2/targets/armvirt/32/openwrt-19.07.0-rc2-armvirt-32-default-rootfs.tar.gz;1;0;1;1.95 MB;1.95 MB
/releases/18.06.0/targets/brcm2708/bcm2708/openwrt-18.06.0-brcm2708-bcm2708-rpi-squashfs-factory.img.gz;1;0;1;7.58 MB;7.58 MB
/releases/19.07.0-rc2/targets/pistachio/generic/openwrt-19.07.0-rc2-pistachio-marduk-squashfs-sysupgrade.tar;1;0;1;4.82 MB;4.82 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa7/openwrt-18.06.0-rc2-sunxi-cortexa7-sun8i-h3-orangepi-2-squashfs-sdcard.img.gz;1;0;1;4.43 MB;4.43 MB
/releases/17.01-SNAPSHOT/targets/sunxi/generic/lede-17.01-snapshot-r4046-beaa2ec-sunxi-sun7i-a20-bananapi-squashfs-sdcard.img.gz;1;0;1;175.75 KB;175.75 KB
/releases/19.07.0-rc1/targets/sunxi/cortexa7/openwrt-19.07.0-rc1-sunxi-cortexa7-sun7i-a20-olinuxino-micro-squashfs-sdcard.img.gz;1;0;1;4.79 MB;4.79 MB
/releases/19.07.1/targets/sunxi/cortexa53/openwrt-19.07.1-sunxi-cortexa53-sun50i-h5-orangepi-pc2-ext4-sdcard.img.gz;1;0;1;6.80 MB;6.80 MB
/releases/18.06.1/targets/armvirt/32/openwrt-18.06.1-armvirt-32-default-rootfs.tar.gz;1;0;1;1.85 MB;1.85 MB
/releases/17.01.7/targets/ipq806x/generic/lede-17.01.7-ipq806x-AP148-legacy-ubifs-nand-sysupgrade.tar;1;0;1;175.75 KB;175.75 KB
/releases/17.01.0/targets/ipq806x/generic/lede-17.01.0-r3205-59508e3-ipq806x-NBG6817-squashfs-sysupgrade.tar;1;0;1;3.45 MB;3.45 MB
/releases/19.07.1/targets/layerscape/armv8_64b/openwrt-19.07.1-layerscape-armv8_64b-ls1012afrwy-ext4-sdcard.img.gz;1;0;1;8.05 MB;8.05 MB
