Image;Hits;206 Hits;Hits combined;Bandwidth;Avg. Size
/releases/19.07.0-rc2/targets/sunxi/cortexa7/openwrt-19.07.0-rc2-sunxi-cortexa7-sun7i-a20-cubietruck-squashfs-sdcard.img.gz;2;0;2;5.62 MB;2.81 MB
/releases/19.07.0/targets/oxnas/ox820/openwrt-19.07.0-oxnas-ox820-shuttle_kd20-ubifs-sysupgrade.tar;2;0;2;9.31 MB;4.65 MB
/releases/18.06.6/targets/omap/generic/openwrt-18.06.6-omap-am335x-evm-ubifs-sdcard.img.gz;2;0;2;6.18 MB;3.09 MB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun8i-h3-orangepi-2-ext4-sdcard.img.gz;2;0;2;5.80 MB;2.90 MB
/releases/18.06.5/targets/sunxi/cortexa7/openwrt-18.06.5-sunxi-cortexa7-sun7i-a20-olinuxino-micro-squashfs-sdcard.img.gz;2;0;2;4.63 MB;2.32 MB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-at91sam9263ek-ext4-zImage.gz;2;0;2;3.50 MB;1.75 MB
/releases/17.01.5/targets/sunxi/generic/lede-17.01.5-sunxi-sun7i-a20-pcduino3-ext4-sdcard.img.gz;2;0;2;5.53 MB;2.77 MB
/releases/19.07.0-rc2/targets/at91/sama5/openwrt-19.07.0-rc2-at91-sama5-at91-sama5d3_xplained-ext4-root.ubi.gz;2;0;2;2.59 MB;1.29 MB
/releases/17.01.7/targets/ipq806x/generic/lede-17.01.7-ipq806x-D7800-squashfs-sysupgrade.tar;2;0;2;1.34 MB;687.75 KB
/releases/17.01.0/targets/imx6/generic/lede-17.01.0-r3205-59508e3-imx6-ventana-squashfs-bootfs.tar.gz;2;0;2;335.50 KB;167.75 KB
/releases/18.06.5/targets/sunxi/cortexa8/openwrt-18.06.5-sunxi-cortexa8-sun4i-a10-marsboard-squashfs-sdcard.img.gz;2;0;2;4.71 MB;2.36 MB
/releases/18.06.0/targets/apm821xx/nand/openwrt-18.06.0-apm821xx-nand-netgear_wndr4700-squashfs-sysupgrade.tar;2;0;2;10.39 MB;5.20 MB
/releases/18.06.0-rc1/targets/ar71xx/nand/openwrt-18.06.0-rc1-ar71xx-nand-wndr4300-squashfs-sysupgrade.tar;2;0;2;7.51 MB;3.76 MB
/releases/18.06.4/targets/oxnas/ox820/openwrt-18.06.4-oxnas-ox820-cloudengines-pogoplug-series-3-squashfs-sysupgrade.tar;2;0;2;4.84 MB;2.42 MB
/releases/18.06.0/targets/apm821xx/sata/openwrt-18.06.0-apm821xx-sata-wd_mybooklive-ext4-rootfs.img.gz;2;0;2;11.18 MB;5.59 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa7/openwrt-19.07.0-rc2-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;2;0;2;5.54 MB;2.77 MB
/releases/19.07.0/targets/armvirt/32/openwrt-19.07.0-armvirt-32-root.squashfs.gz;2;0;2;3.07 MB;1.54 MB
/releases/18.06.1/targets/oxnas/ox820/openwrt-18.06.1-oxnas-ox820-cloudengines-pogoplug-series-3-squashfs-sysupgrade.tar;2;0;2;4.82 MB;2.41 MB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-lmu5000-ext4-factory.bin.gz;2;0;2;5.60 MB;2.80 MB
/releases/19.07.0-rc1/targets/x86/generic/openwrt-19.07.0-rc1-x86-generic-rootfs-squashfs.img.gz;2;0;2;5.73 MB;2.86 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa7/openwrt-19.07.0-rc2-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-emmc-squashfs-sdcard.img.gz;2;0;2;5.55 MB;2.77 MB
/releases/19.07.0/targets/oxnas/ox820/openwrt-19.07.0-oxnas-ox820-akitio_mycloud-squashfs-sysupgrade.tar;2;0;2;5.19 MB;2.59 MB
/releases/faillogs-18.06/arm_fa526/packages/node/host-compile.txt;2;0;2;8.23 MB;4.11 MB
/releases/18.06.0/targets/sunxi/cortexa53/openwrt-18.06.0-sunxi-cortexa53-sun50i-a64-sopine-baseboard-ext4-sdcard.img.gz;2;0;2;6.61 MB;3.30 MB
/releases/18.06.0-rc2/targets/x86/generic/openwrt-18.06.0-rc2-x86-generic-combined-ext4.img.gz;2;0;2;15.08 MB;7.54 MB
/releases/18.06.1/targets/at91/sama5d4/openwrt-18.06.1-at91-sama5d4-at91-sama5d4_xplained-ext4-zImage.gz;2;0;2;3.16 MB;1.58 MB
/releases/18.06.4/targets/at91/legacy/openwrt-18.06.4-at91-legacy-at91sam9g20ek_2mmc-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/18.06.7/targets/at91/sama5d4/openwrt-18.06.7-at91-sama5d4-at91-sama5d4_xplained-ext4-sdcard.img.gz;2;0;2;1.87 MB;959.54 KB
/releases/18.06.6/targets/x86/legacy/openwrt-18.06.6-x86-legacy-rootfs-ext4.img.gz;2;0;2;3.17 MB;1.59 MB
/releases/18.06.2/targets/at91/legacy/openwrt-18.06.2-at91-legacy-rootfs.tar.gz;2;0;2;2.15 MB;1.07 MB
/snapshots/targets/scheduled_for_removal/rb532/generic/openwrt-rb532-rootfs.tar.gz;2;0;2;143.54 KB;71.77 KB
/releases/18.06.5/targets/brcm63xx/generic/openwrt-18.06.5-brcm63xx-generic-livebox-vmlinux.gz;2;0;2;3.88 MB;1.94 MB
/releases/19.07.3/targets/sunxi/cortexa53/openwrt-19.07.3-sunxi-cortexa53-sun50i-a64-pine64-plus-squashfs-sdcard.img.gz;2;0;2;6.06 MB;3.03 MB
/releases/18.06.0-rc2/targets/oxnas/ox820/openwrt-18.06.0-rc2-oxnas-ox820-cloudengines-pogoplug-pro-squashfs-sysupgrade.tar;2;0;2;8.60 MB;4.30 MB
/releases/18.06.4/targets/at91/legacy/openwrt-18.06.4-at91-legacy-at91sam9g20ek-ext4-root.ubi.gz;2;0;2;2.50 MB;1.25 MB
/releases/18.06.1/targets/sunxi/cortexa53/openwrt-18.06.1-sunxi-cortexa53-sun50i-a64-pine64-plus-squashfs-sdcard.img.gz;2;0;2;5.88 MB;2.94 MB
/releases/17.01.4/targets/oxnas/generic/lede-17.01.4-oxnas-akitio-squashfs-sysupgrade.tar;2;0;2;223.50 KB;111.75 KB
/releases/17.01.4/targets/sunxi/generic/lede-17.01.4-sunxi-sun6i-a31-m9-ext4-sdcard.img.gz;2;0;2;479.50 KB;239.75 KB
/releases/18.06.6/targets/omap/generic/openwrt-18.06.6-omap-omap3-beagle-ext4-sdcard.img.gz;2;0;2;6.02 MB;3.01 MB
/releases/18.06.2/targets/at91/sama5d2/openwrt-18.06.2-at91-sama5d2-at91-sama5d2_xplained-ext4-root.ubi.gz;2;0;2;2.49 MB;1.25 MB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-ethernut5-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/18.06.0/targets/sunxi/cortexa8/openwrt-18.06.0-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;2;0;2;5.38 MB;2.69 MB
/releases/19.07.2/targets/mxs/generic/openwrt-19.07.2-mxs-duckbill-sdcard.img.gz;2;0;2;1.47 MB;751.54 KB
/releases/18.06.5/targets/sunxi/cortexa7/openwrt-18.06.5-sunxi-cortexa7-sun7i-a20-cubieboard2-ext4-sdcard.img.gz;2;0;2;5.63 MB;2.82 MB
/releases/18.06.3/targets/omap/generic/openwrt-18.06.3-omap-am335x-evm-ext4-sdcard.img.gz;2;0;2;5.99 MB;3.00 MB
/releases/faillogs-18.06/arm_xscale/packages/node/host-compile.txt;2;0;2;7.02 MB;3.51 MB
/releases/19.07.3/targets/apm821xx/sata/openwrt-19.07.3-apm821xx-sata-wd_mybooklive-squashfs-factory.img.gz;2;0;2;5.48 MB;2.74 MB
/releases/18.06.1/targets/sunxi/cortexa7/openwrt-18.06.1-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-ext4-sdcard.img.gz;2;0;2;5.55 MB;2.78 MB
/releases/17.01.0-rc1/targets/gemini/raidsonic/lede-17.01.0-rc1-r3042-ec095b5-gemini-raidsonic-nas4220-hddapp.tgz;2;0;2;2.98 MB;1.49 MB
/releases/19.07.0/targets/oxnas/ox820/openwrt-19.07.0-oxnas-ox820-shuttle_kd20-squashfs-sysupgrade.tar;2;0;2;5.65 MB;2.83 MB
/releases/17.01.7/targets/brcm2708/bcm2708/lede-17.01.7-brcm2708-bcm2708-rpi-ext4-sdcard.img.gz;2;3;5;16.30 MB;3.26 MB
/releases/18.06.4/targets/omap/generic/openwrt-18.06.4-omap-am335x-evm-ubifs-sdcard.img.gz;2;0;2;6.18 MB;3.09 MB
/releases/18.06.3/targets/x86/64/openwrt-18.06.3-x86-64-rootfs-ext4.img.gz;2;0;2;3.22 MB;1.61 MB
/releases/17.01.0/targets/mxs/generic/lede-17.01.0-r3205-59508e3-mxs-duckbill-sdcard.img.gz;2;0;2;431.50 KB;215.75 KB
/releases/17.01.0/targets/mxs/generic/lede-17.01.0-r3205-59508e3-mxs-root.ext4.gz;2;0;2;367.50 KB;183.75 KB
/releases/17.01.0-rc1/targets/ipq806x/generic/lede-17.01.0-rc1-r3042-ec095b5-ipq806x-R7500v2-squashfs-sysupgrade.tar;2;0;2;3.17 MB;1.59 MB
/releases/18.06.1/targets/at91/legacy/openwrt-18.06.1-at91-legacy-at91sam9263ek-ext4-zImage.gz;2;0;2;3.21 MB;1.60 MB
/releases/18.06.6/targets/at91/sama5d3/openwrt-18.06.6-at91-sama5d3-at91-sama5d3_xplained-ext4-zImage.gz;2;0;2;3.21 MB;1.61 MB
/releases/19.07.2/targets/at91/sam9x/openwrt-19.07.2-at91-sam9x-at91sam9x25ek-ext4-root.ubi.gz;2;0;2;2.64 MB;1.32 MB
/releases/18.06.3/targets/mvebu/cortexa9/openwrt-18.06.3-mvebu-cortexa9-armada-388-clearfog-pro-squashfs-sdcard.img.gz;2;0;2;4.69 MB;2.34 MB
/snapshots/faillogs/mipsel_mips32/packages/frr/host-compile.txt;2;0;2;15.90 KB;7.95 KB
/releases/18.06.7/targets/at91/legacy/openwrt-18.06.7-at91-legacy-at91sam9g20ek_2mmc-ext4-zImage.gz;2;0;2;1.86 MB;951.54 KB
/releases/17.01.7/targets/sunxi/generic/lede-17.01.7-sunxi-sun7i-a20-lamobo-r1-squashfs-sdcard.img.gz;2;0;2;4.71 MB;2.35 MB
/releases/18.06.2/targets/omap/generic/openwrt-18.06.2-omap-omap4-panda-ubifs-sdcard.img.gz;2;0;2;1.44 MB;735.54 KB
/releases/18.06.0-rc2/targets/x86/64/openwrt-18.06.0-rc2-x86-64-rootfs-ext4.img.gz;2;0;2;6.17 MB;3.09 MB
/releases/faillogs-18.06/arc_archs/packages/node/host-compile.txt;2;0;2;6.75 MB;3.37 MB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;2;0;2;5.56 MB;2.78 MB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun7i-a20-olinuxino-micro-squashfs-sdcard.img.gz;2;0;2;287.50 KB;143.75 KB
/releases/18.06.0/targets/sunxi/cortexa53/openwrt-18.06.0-sunxi-cortexa53-sun50i-a64-pine64-plus-ext4-sdcard.img.gz;2;0;2;6.51 MB;3.26 MB
/releases/18.06.3/targets/archs38/generic/openwrt-18.06.3-archs38-generic-Default-sdcard-vfat-ext4.img.gz;2;0;2;11.85 MB;5.93 MB
/releases/17.01.0-rc2/targets/sunxi/generic/lede-17.01.0-rc2-r3131-42f3c1f-sunxi-sun4i-a10-cubieboard-ext4-sdcard.img.gz;2;0;2;2.80 MB;1.40 MB
/releases/18.06.7/targets/at91/legacy/openwrt-18.06.7-at91-legacy-tny_a9263-ext4-factory.bin.gz;2;0;2;5.64 MB;2.82 MB
/releases/18.06.6/targets/sunxi/cortexa53/openwrt-18.06.6-sunxi-cortexa53-sun50i-h5-nanopi-neo-plus2-ext4-sdcard.img.gz;2;0;2;6.55 MB;3.28 MB
/releases/19.07.0/targets/mvebu/cortexa72/openwrt-19.07.0-mvebu-cortexa72-marvell_armada7040-db-ext4-sdcard.img.gz;2;0;2;12.80 MB;6.40 MB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-ethernut5-ext4-root.ubi.gz;2;0;2;2.64 MB;1.32 MB
/releases/18.06.4/targets/mxs/generic/openwrt-18.06.4-mxs-root.ext4.gz;2;0;2;5.41 MB;2.70 MB
/releases/18.06.4/targets/oxnas/ox820/openwrt-18.06.4-oxnas-ox820-cloudengines-pogoplug-series-3-ubifs-sysupgrade.tar;2;0;2;8.11 MB;4.06 MB
/releases/18.06.0-rc2/targets/sunxi/cortexa8/openwrt-18.06.0-rc2-sunxi-cortexa8-sun4i-a10-pcduino-ext4-sdcard.img.gz;2;0;2;5.98 MB;2.99 MB
/releases/19.07.1/targets/sunxi/cortexa7/openwrt-19.07.1-sunxi-cortexa7-sun7i-a20-olinuxino-micro-ext4-sdcard.img.gz;2;0;2;11.29 MB;5.65 MB
/releases/18.06.3/targets/sunxi/cortexa7/openwrt-18.06.3-sunxi-cortexa7-sun8i-h3-nanopi-neo-squashfs-sdcard.img.gz;2;0;2;4.56 MB;2.28 MB
/releases/18.06.1/targets/brcm2708/bcm2709/openwrt-18.06.1-brcm2708-bcm2709-rpi-2-squashfs-factory.img.gz;2;0;2;10.80 MB;5.40 MB
/releases/19.07.1/targets/omap/generic/openwrt-19.07.1-omap-ti_am335x-bone-black-squashfs-sdcard.img.gz;2;0;2;5.87 MB;2.93 MB
/releases/19.07.1/targets/pistachio/generic/openwrt-19.07.1-pistachio-rootfs.tar.gz;2;0;2;2.19 MB;1.09 MB
/releases/18.06.7/targets/at91/legacy/openwrt-18.06.7-at91-legacy-at91sam9263ek-ext4-root.ubi.gz;2;0;2;2.50 MB;1.25 MB
/releases/18.06.7/targets/mxs/generic/openwrt-18.06.7-mxs-root.ext4.gz;2;0;2;5.52 MB;2.76 MB
/releases/19.07.0/targets/mvebu/cortexa72/openwrt-19.07.0-mvebu-cortexa72-marvell_macchiatobin-ext4-sdcard.img.gz;2;0;2;12.81 MB;6.40 MB
/releases/17.01.0-rc2/targets/kirkwood/generic/lede-17.01.0-rc2-r3131-42f3c1f-kirkwood-iconnect-squashfs-sysupgrade.tar;2;0;2;543.49 KB;271.75 KB
/releases/18.06.7/targets/imx6/generic/openwrt-18.06.7-imx6-ventana-squashfs-bootfs.tar.gz;2;0;2;2.55 MB;1.28 MB
/releases/17.01.1/targets/apm821xx/nand/lede-17.01.1-apm821xx-nand-mx60-squashfs-sysupgrade.tar;2;0;2;3.72 MB;1.86 MB
/releases/17.01.0/targets/kirkwood/generic/lede-17.01.0-r3205-59508e3-kirkwood-linksys-audi-squashfs-sysupgrade.tar;2;0;2;3.42 MB;1.71 MB
/releases/17.01.4/targets/arc770/generic/lede-17.01.4-arc770-generic-Default-sdcard-vfat-ext4.img.gz;2;0;2;5.48 MB;2.74 MB
/releases/18.06.5/targets/oxnas/ox820/openwrt-18.06.5-oxnas-ox820-cloudengines-pogoplug-series-3-squashfs-sysupgrade.tar;2;0;2;4.85 MB;2.43 MB
/releases/18.06.4/targets/at91/legacy/openwrt-18.06.4-at91-legacy-tny_a9263-ext4-factory.bin.gz;2;0;2;5.61 MB;2.81 MB
/releases/19.07.1/targets/archs38/generic/openwrt-19.07.1-archs38-generic-Default-sdcard-vfat-ext4.img.gz;2;0;2;5.87 MB;2.94 MB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun7i-a20-cubietruck-squashfs-sdcard.img.gz;2;0;2;335.50 KB;167.75 KB
/releases/18.06.5/targets/oxnas/ox820/openwrt-18.06.5-oxnas-ox820-cloudengines-pogoplug-pro-squashfs-sysupgrade.tar;2;0;2;4.85 MB;2.43 MB
/releases/18.06.6/targets/sunxi/cortexa7/openwrt-18.06.6-sunxi-cortexa7-sun8i-h3-orangepi-2-ext4-sdcard.img.gz;2;0;2;5.53 MB;2.77 MB
/releases/19.07.2/targets/x86/geode/openwrt-19.07.2-x86-geode-rootfs-squashfs.img.gz;2;0;2;3.86 MB;1.93 MB
/releases/18.06.0/targets/sunxi/cortexa8/openwrt-18.06.0-sunxi-cortexa8-sun4i-a10-cubieboard-ext4-sdcard.img.gz;2;0;2;5.39 MB;2.69 MB
/releases/18.06.2/targets/sunxi/cortexa7/openwrt-18.06.2-sunxi-cortexa7-sun7i-a20-bananapi-ext4-sdcard.img.gz;2;0;2;5.45 MB;2.73 MB
/releases/18.06.0-rc1/targets/sunxi/cortexa7/openwrt-18.06.0-rc1-sunxi-cortexa7-sun7i-a20-olinuxino-lime-ext4-sdcard.img.gz;2;0;2;5.48 MB;2.74 MB
/releases/18.06.0-rc2/targets/apm821xx/nand/openwrt-18.06.0-rc2-apm821xx-nand-meraki_mr24-squashfs-sysupgrade.tar;2;0;2;7.18 MB;3.59 MB
/releases/18.06.2/targets/omap/generic/openwrt-18.06.2-omap-rootfs.tar.gz;2;0;2;1.47 MB;751.54 KB
/releases/18.06.4/targets/at91/sama5d2/openwrt-18.06.4-at91-sama5d2-at91-sama5d2_xplained-ext4-root.ubi.gz;2;0;2;2.49 MB;1.25 MB
/releases/18.06.3/targets/mvebu/cortexa72/openwrt-18.06.3-mvebu-cortexa72-armada-macchiatobin-squashfs-sdcard.img.gz;2;0;2;5.53 MB;2.77 MB
/releases/18.06.1/targets/oxnas/ox820/openwrt-18.06.1-oxnas-ox820-cloudengines-pogoplug-pro-ubifs-sysupgrade.tar;2;0;2;7.92 MB;3.96 MB
/releases/17.01.3/targets/armvirt/generic/lede-17.01.3-armvirt-rootfs.cpio.gz;2;0;2;1.81 MB;926.52 KB
/releases/17.01.5/targets/sunxi/generic/lede-17.01.5-sunxi-sun4i-a10-pcduino-ext4-sdcard.img.gz;2;0;2;5.35 MB;2.68 MB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun8i-h3-orangepi-plus-squashfs-sdcard.img.gz;2;0;2;223.50 KB;111.75 KB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-usb_a9260-ext4-factory.bin.gz;2;0;2;5.56 MB;2.78 MB
/releases/18.06.1/targets/x86/generic/openwrt-18.06.1-x86-generic-rootfs-squashfs.img.gz;2;0;2;2.42 MB;1.21 MB
/releases/18.06.5/targets/at91/sama5d3/openwrt-18.06.5-at91-sama5d3-at91-sama5d3_xplained-ext4-zImage.gz;2;0;2;3.37 MB;1.68 MB
/releases/18.06.7/targets/oxnas/ox820/openwrt-18.06.7-oxnas-ox820-shuttle-kd20-squashfs-sysupgrade.tar;2;0;2;5.46 MB;2.73 MB
/releases/18.06.0-rc1/targets/x86/64/openwrt-18.06.0-rc1-x86-64-rootfs-ext4.img.gz;2;0;2;6.15 MB;3.08 MB
/releases/18.06.5/targets/at91/sama5d2/openwrt-18.06.5-at91-sama5d2-at91-sama5d27_som1_ek-ext4-sdcard.img.gz;2;0;2;5.73 MB;2.86 MB
/releases/19.07.0-rc2/targets/brcm2708/bcm2710/openwrt-19.07.0-rc2-brcm2708-bcm2710-rpi-3-squashfs-factory.img.gz;2;0;2;21.85 MB;10.93 MB
/releases/18.06.3/targets/archs38/generic/openwrt-18.06.3-archs38-generic-root.ext4.gz;2;0;2;5.63 MB;2.81 MB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-usb_a9260-ext4-factory.bin.gz;2;0;2;6.00 MB;3.00 MB
/releases/18.06.3/targets/at91/legacy/openwrt-18.06.3-at91-legacy-tny_a9260-ext4-factory.bin.gz;2;0;2;5.63 MB;2.81 MB
/releases/18.06.3/targets/sunxi/cortexa7/openwrt-18.06.3-sunxi-cortexa7-sun7i-a20-olinuxino-micro-ext4-sdcard.img.gz;2;0;2;5.48 MB;2.74 MB
/releases/17.01.4/targets/kirkwood/generic/lede-17.01.4-kirkwood-pogo_e02-squashfs-sysupgrade.tar;2;0;2;6.46 MB;3.23 MB
/releases/18.06.2/targets/x86/legacy/openwrt-18.06.2-x86-legacy-rootfs-squashfs.img.gz;2;0;2;2.46 MB;1.23 MB
/releases/17.01.5/targets/sunxi/generic/lede-17.01.5-sunxi-sun4i-a10-olinuxino-lime-ext4-sdcard.img.gz;2;0;2;4.90 MB;2.45 MB
/releases/19.07.1/targets/x86/generic/openwrt-19.07.1-x86-generic-rootfs-ext4.img.gz;2;0;2;4.11 MB;2.06 MB
/releases/18.06.4/targets/at91/legacy/openwrt-18.06.4-at91-legacy-at91sam9x25ek-ext4-root.ubi.gz;2;0;2;2.68 MB;1.34 MB
/releases/18.06.0-rc1/targets/sunxi/cortexa8/openwrt-18.06.0-rc1-sunxi-cortexa8-sun4i-a10-marsboard-squashfs-sdcard.img.gz;2;0;2;7.55 MB;3.77 MB
/releases/18.06.6/targets/at91/legacy/openwrt-18.06.6-at91-legacy-at91sam9g20ek_2mmc-ext4-zImage.gz;2;0;2;3.24 MB;1.62 MB
/releases/18.06.5/targets/sunxi/cortexa7/openwrt-18.06.5-sunxi-cortexa7-sun6i-a31-m9-ext4-sdcard.img.gz;2;0;2;5.92 MB;2.96 MB
/releases/19.07.0/targets/x86/generic/openwrt-19.07.0-x86-generic-rootfs-ext4.img.gz;2;0;2;7.93 MB;3.97 MB
/releases/18.06.7/targets/at91/legacy/openwrt-18.06.7-at91-legacy-wb45n-ext4-root.ubi.gz;2;0;2;3.72 MB;1.86 MB
/releases/18.06.6/targets/oxnas/ox820/openwrt-18.06.6-oxnas-ox820-cloudengines-pogoplug-series-3-ubifs-sysupgrade.tar;2;0;2;7.94 MB;3.97 MB
/releases/19.07.1/targets/at91/sama5/openwrt-19.07.1-at91-sama5-at91-sama5d3_xplained-ext4-root.ubi.gz;2;0;2;2.62 MB;1.31 MB
/releases/17.01.0/targets/sunxi/generic/lede-17.01.0-r3205-59508e3-sunxi-sun4i-a10-cubieboard-ext4-sdcard.img.gz;2;0;2;335.50 KB;167.75 KB
/releases/17.01.0-rc2/targets/sunxi/generic/lede-17.01.0-rc2-r3131-42f3c1f-sunxi-sun7i-a20-olinuxino-lime-ext4-sdcard.img.gz;2;0;2;3.36 MB;1.68 MB
/releases/18.06.7/targets/armvirt/32/openwrt-18.06.7-armvirt-32-rootfs.cpio.gz;2;0;2;40 Bytes;20 Bytes
/releases/18.06.3/targets/rb532/generic/openwrt-18.06.3-rb532-default-rootfs.tar.gz;2;0;2;3.55 MB;1.78 MB
/releases/18.06.2/targets/at91/legacy/openwrt-18.06.2-at91-legacy-at91sam9x35ek-ext4-root.ubi.gz;2;0;2;2.43 MB;1.22 MB
/releases/18.06.0-rc2/targets/x86/64/openwrt-18.06.0-rc2-x86-64-generic-rootfs.tar.gz;2;0;2;5.64 MB;2.82 MB
/releases/18.06.3/targets/sunxi/cortexa53/openwrt-18.06.3-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz;2;0;2;5.88 MB;2.94 MB
/releases/18.06.5/targets/x86/64/openwrt-18.06.5-x86-64-rootfs-squashfs.img.gz;2;0;2;2.53 MB;1.26 MB
/releases/17.01.1/targets/oxnas/generic/lede-17.01.1-oxnas-pogoplug-v3-ubifs-sysupgrade.tar;2;0;2;479.50 KB;239.75 KB
/releases/19.07.3/targets/mvebu/cortexa9/omnia-medkit-openwrt-19.07.3-mvebu-cortexa9-cznic_turris-omnia-initramfs.tar.gz;2;0;2;3.89 MB;1.95 MB
/releases/18.06.5/targets/sunxi/cortexa8/openwrt-18.06.5-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;2;0;2;5.41 MB;2.70 MB
/releases/18.06.3/targets/oxnas/ox820/openwrt-18.06.3-oxnas-ox820-akitio-mycloud-squashfs-sysupgrade.tar;2;0;2;5.00 MB;2.50 MB
/releases/19.07.2/targets/octeon/generic/openwrt-19.07.2-octeon-er-squashfs-sysupgrade.tar;2;0;2;5.47 MB;2.73 MB
/releases/19.07.2/targets/x86/legacy/openwrt-19.07.2-x86-legacy-generic-rootfs.tar.gz;2;0;2;3.03 MB;1.51 MB
/releases/18.06.3/targets/sunxi/cortexa7/openwrt-18.06.3-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-squashfs-sdcard.img.gz;2;0;2;4.72 MB;2.36 MB
/releases/18.06.7/targets/at91/sama5d2/openwrt-18.06.7-at91-sama5d2-at91-sama5d27_som1_ek-ext4-root.ubi.gz;2;0;2;2.50 MB;1.25 MB
/releases/18.06.5/targets/x86/geode/openwrt-18.06.5-x86-geode-combined-squashfs.img.gz;2;0;2;6.36 MB;3.18 MB
/releases/18.06.7/targets/ar71xx/nand/openwrt-18.06.7-ar71xx-nand-hiveap-121-squashfs-sysupgrade.tar;2;0;2;3.80 MB;1.90 MB
/releases/18.06.7/targets/at91/sama5d2/openwrt-18.06.7-at91-sama5d2-at91-sama5d2_ptc_ek-ext4-root.ubi.gz;2;0;2;1.45 MB;743.54 KB
/releases/18.06.0/targets/oxnas/ox820/openwrt-18.06.0-oxnas-ox820-cloudengines-pogoplug-series-3-squashfs-sysupgrade.tar;2;0;2;4.81 MB;2.40 MB
/releases/19.07.0-rc2/targets/mvebu/cortexa53/openwrt-19.07.0-rc2-mvebu-cortexa53-marvell_armada-3720-db-ext4-sdcard.img.gz;2;0;2;6.54 MB;3.27 MB
/releases/18.06.0/targets/at91/sama5d4/openwrt-18.06.0-at91-sama5d4-rootfs.tar.gz;2;0;2;2.10 MB;1.05 MB
/releases/17.01.0-rc1/targets/oxnas/generic/lede-17.01.0-rc1-r3042-ec095b5-oxnas-stg212-ubifs-sysupgrade.tar;2;0;2;3.36 MB;1.68 MB
/releases/19.07.0-rc1/targets/brcm2708/bcm2709/openwrt-19.07.0-rc1-brcm2708-bcm2709-rpi-2-ext4-factory.img.gz;2;0;2;12.05 MB;6.03 MB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-at91sam9m10g45ek-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/19.07.0-rc1/targets/archs38/generic/openwrt-19.07.0-rc1-archs38-generic-root.ext4.gz;2;0;2;3.01 MB;1.50 MB
/releases/18.06.5/targets/at91/legacy/openwrt-18.06.5-at91-legacy-at91sam9x25ek-ext4-root.ubi.gz;2;0;2;2.51 MB;1.26 MB
/releases/18.06.6/targets/sunxi/cortexa7/openwrt-18.06.6-sunxi-cortexa7-sun7i-a20-cubieboard2-ext4-sdcard.img.gz;2;0;2;5.48 MB;2.74 MB
/releases/19.07.0-rc2/targets/sunxi/cortexa7/openwrt-19.07.0-rc2-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-ext4-sdcard.img.gz;2;0;2;5.81 MB;2.90 MB
/releases/17.01.0-rc1/targets/oxnas/generic/lede-17.01.0-rc1-r3042-ec095b5-oxnas-pogoplug-v3-ubifs-sysupgrade.tar;2;0;2;3.09 MB;1.55 MB
/releases/19.07.2/targets/at91/sam9x/openwrt-19.07.2-at91-sam9x-usb_a9260-ext4-factory.bin.gz;2;0;2;6.01 MB;3.01 MB
/releases/18.06.0-rc2/targets/oxnas/ox820/openwrt-18.06.0-rc2-oxnas-ox820-cloudengines-pogoplug-pro-ubifs-sysupgrade.tar;2;0;2;11.24 MB;5.62 MB
/releases/19.07.1/targets/at91/sama5/openwrt-19.07.1-at91-sama5-at91-sama5d27_som1_ek-ext4-root.ubi.gz;2;0;2;2.66 MB;1.33 MB
